Obs#,Time,Observation,ID,,,time(hour),leaf,gsw,E_apparent,VPDleaf,Fs,Fm',PhiPS2,ETR,Tleaf,Qamb
1,10:59:18,1,717 Control 3,,,10,16,0.517351,5.776072,1.296363,128.585815,245.907471,0.477097,260.663696,23.38,1366
2,11:01:29,2,Ptmyb_Control_2,,,10,15,0.535422,6.616686,1.440889,95.431923,215.142349,0.556424,309.934967,24.55,1393
3,11:02:51,3,Ptmyb_122_1,,,10,16,0.186591,2.800301,1.572611,81.509109,258.148804,0.684255,426.694489,24.88,1559
4,11:03:50,4,Ptmyb_124_4,,,10,15,0.261389,4.838596,1.980802,94.774246,229.344437,0.58676,403.245728,27.37,1718
5,11:04:48,5,Vvmyb_59-3,,,10,17,0.274839,5.707816,2.228988,48.507214,97.416016,0.502061,363.529816,28.52,1810
6,11:05:27,6,Ptmyb_92-2_3,,,10,15,0.454526,7.143479,1.784355,116.941093,240.147522,0.513045,353.509766,26.88,1723
7,11:07:37,7,Vvmyb_68-1,,,10,13,0.463556,7.175294,1.762259,87.398529,160.239685,0.454576,299.159851,26.85,1645
8,11:08:32,8,717 control   ,,,10,16,0.244737,4.015765,1.74765,66.436172,87.886818,0.244071,142.800568,26.59,1463
9,11:10:52,9,Ptmyb_131-1_1,,,10,17,0.249246,5.088354,2.172168,97.926735,201.40416,0.51378,353.555847,28.65,1720
10,11:11:52,10,Ptmyb_Control_5,,,10,19,0.325362,5.379608,1.803584,197.800034,328.618103,0.398085,232.6586,27.36,1461
11,11:12:52,11,Ptmyb_125-1_3,,,10,15,0.318743,6.381232,2.175533,88.678482,181.502197,0.511419,374.96347,28.96,1833
12,11:14:07,12,Ptmyb_125-1_1,,,10,16,0.418979,7.283325,1.948135,128.327606,297.725555,0.568973,412.483063,28.3,1812
13,11:16:11,13,Ptmyb_122_5,,,10,16,0.389261,6.420972,1.834354,114.661934,324.050415,0.64616,362.429626,27.41,1402
14,11:17:13,14,Vvmyb 84-1_4,,,10,7,0.153603,3.693579,2.475463,14.602304,32.53381,0.551165,391.894867,30.28,1778
15,11:18:27,15,717_CONTROL_2,,,10,16,0.470973,5.994608,1.453873,100.643631,363.20816,0.722904,456.244141,25.35,1578
16,11:20:44,16,Vvmyb 7-1,,,10,10,0.225193,3.907277,1.834529,57.870983,163.699677,0.646481,336.162292,27.33,1300
17,11:23:08,17,Ptmyb_131-1_2,,,10,16,0.198813,4.155036,2.188139,160.934326,274.977936,0.414737,273.836884,28.68,1651
18,11:24:59,18,Ptmyb_30_4,,,10,16,0.185249,4.083683,2.297112,135.741943,243.53476,0.442618,302.155457,29.1,1707
19,11:25:54,19,VVmybA1_84-1_1,,,10,9,0.103198,2.588605,2.541914,22.158981,41.187702,0.462,295.604279,30.15,1600
20,11:26:41,20,Vvmyb 57-1,,,10,15,0.405194,7.184237,1.978686,61.999798,152.42421,0.593242,408.612915,28.46,1722
21,11:27:28,21,Ptmyb_124_2,,,10,15,0.719051,10.315672,1.7536,105.478409,271.276855,0.611178,381.658722,27.63,1561
22,11:28:44,22,VVmybA1_60_3,,,10,16,0.233378,4.916982,2.228095,117.948532,251.998703,0.531948,360.823547,29.27,1696
23,11:30:00,23,Ptmyb_30_3,,,10,17,0.317729,5.718518,1.957474,160.893204,276.974976,0.419106,293.722504,28.02,1752
24,11:30:43,24,VVmybA1_83-2_4,,,10,10,0.101161,2.893045,2.891397,32.540558,51.468117,0.367753,266.161835,31.48,1809
25,11:32:17,25,Ptmyb_125-1_4,,,10,14,0.350585,7.169521,2.242955,103.780029,251.162888,0.586802,427.357666,29.37,1821
26,11:32:59,26,VVmybA1_83-2_5,,,10,7,0.146081,3.59977,2.530935,54.20351,105.39315,0.485702,344.906616,30.4,1775
27,11:34:43,27,717_Control_1,,,10,16,0.258678,5.116436,2.109709,135.680084,289.860229,0.531912,342.295013,28.76,1609
28,11:35:51,28,717 control-8,,,10,17,0.503568,9.057298,2.065839,138.574356,268.607758,0.484101,363.128601,28.82,1875
29,11:36:48,29,VVmybA1_59_5,,,10,15,0.284455,6.386818,2.410804,103.798988,220.293625,0.528815,368.618073,30.01,1743
30,11:38:06,30,Ptmyb_92-2_4,,,10,17,0.226387,4.94628,2.305623,126.277328,349.008636,0.638183,354.799988,29.37,1390
31,11:39:09,31,VVmybA1_83-2_3,,,10,11,0.20008,4.504877,2.353952,108.866928,190.427505,0.428302,270.246735,29.95,1577
32,11:39:53,32,VVmybA1_59_1,,,10,16,0.226739,4.90144,2.280806,94.383003,198.00621,0.523333,314.157959,29.44,1501
33,12:06:45,33,717 Control 3,,,12,16,0.459001,8.033765,1.981434,105.455162,161.42215,0.346712,263.471191,29.06,1900
34,12:07:41,34,717 Control 3,,,12,19,0.448049,7.919565,1.995679,163.669113,229.848541,0.287926,212.459427,28.84,1845
,,,717 Control 3,,,12,,0.453525,7.976665,1.9885565,134.5621375,195.6353455,0.317319,237.965309,28.95,1872.5
35,12:09:00,35,Ptmyb_Control_2,,,12,15,0.533743,8.859557,1.922274,220.437531,313.084137,0.295916,187.845932,28.62,1587
36,12:09:32,36,Ptmyb_Control_2,,,12,18,0.302009,6.185888,2.211095,129.813202,184.209457,0.295296,187.240631,29.58,1585
,,,,,,12,,0.417876,7.5227225,2.0666845,175.1253665,248.646797,0.295606,187.5432815,29.1,1586
37,12:10:46,37,Ptmyb_122_1,,,12,16,0.173014,4.052265,2.427035,117.521523,190.736328,0.383853,277.693298,30.04,1809
38,12:11:04,38,Ptmyb_122_1,,,12,18,0.21042,4.668837,2.327375,109.727386,191.417343,0.426764,313.845947,29.76,1839
,,,,,,12,,0.191717,4.360551,2.377205,113.6244545,191.0768355,0.4053085,295.7696225,29.9,1824
39,12:11:45,39,Ptmyb_124_4,,,12,15,0.259037,6.150431,2.524247,95.375061,216.835022,0.560149,398.172302,31,1777
40,12:12:12,40,Ptmyb_124_4,,,12,18,0.179993,4.212065,2.427979,148.368713,206.89064,0.282864,198.87674,30.49,1758
,,,,,,12,,0.219515,5.181248,2.476113,121.871887,211.862831,0.4215065,298.524521,30.745,1767.5
41,12:13:06,41,Vvmyb_59-3,,,12,17,0.297465,6.916,2.500751,48.27404,101.519402,0.524485,388.928375,31.05,1854
42,12:13:39,42,Vvmyb_59-3,,,12,19,0.151646,3.33441,2.264333,44.607998,61.206013,0.271183,193.462509,29.47,1784
,,,,,,12,,0.2245555,5.125205,2.382542,46.441019,81.3627075,0.397834,291.195442,30.26,1819
43,12:14:17,43,Ptmyb_92-2_3,,,12,15,0.473699,9.576396,2.295229,99.87867,203.871597,0.51009,374.983002,30.37,1838
44,12:14:51,44,Ptmyb_92-2_3,,,12,18,0.421237,8.729006,2.317701,100.547791,179.625015,0.440235,327.612854,30.19,1860
,,,,,,12,,0.447468,9.152701,2.306465,100.2132305,191.748306,0.4751625,351.297928,30.28,1849
45,12:15:35,45,Vvmyb_68-1,,,12,13,0.417861,7.99733,2.141201,71.431877,129.925552,0.450209,302.458557,29.3,1680
46,12:16:05,46,Vvmyb_68-1,,,12,10,0.133063,3.815087,2.921555,54.768562,84.284439,0.350194,252.388641,32.41,1802
,,,,,,,,0.275462,5.9062085,2.531378,63.1002195,107.1049955,0.4002015,277.423599,30.855,1741
47,12:17:01,47,717 control   ,,,12,16,0.212354,4.472557,2.211515,62.841652,81.235298,0.226424,144.129028,29.34,1591
48,12:18:04,48,717 control   ,,,12,18,0.26914,5.292699,2.104026,79.388741,102.454582,0.225132,141.495514,28.81,1571
,,,,,,,,0.240747,4.882628,2.1577705,71.1151965,91.84494,0.225778,142.812271,29.075,1581
49,12:19:46,49,Ptmyb_131-1_1,,,12,17,0.203147,5.331695,2.738244,89.557526,150.806076,0.406141,305.218262,31.69,1879
50,12:20:16,50,Ptmyb_131-1_1,,,12,20,0.168501,4.669776,2.856896,82.982895,142.038467,0.415772,305.998505,32.21,1840
,,,,,,,,0.185824,5.0007355,2.79757,86.2702105,146.4222715,0.4109565,305.6083835,31.95,1859.5
51,12:21:40,51,Ptmyb_Control_5,,,12,19,0.431897,8.409528,2.186737,113.51609,216.491653,0.475656,325.128235,29.51,1709
52,12:22:20,52,Ptmyb_Control_5,,,12,22,0.451684,8.685379,2.169885,122.80619,221.708176,0.446091,315.462219,29.95,1768
,,,,,,,,0.4417905,8.5474535,2.178311,118.16114,219.0999145,0.4608735,320.295227,29.73,1738.5
53,12:23:15,53,Ptmyb_125-1_3,,,12,15,0.294097,7.067995,2.582798,73.83728,151.21312,0.511701,375.527466,31.14,1835
54,12:23:37,54,Ptmyb_125-1_3,,,12,12,0.12544,3.234136,2.626573,75.979111,107.002594,0.289932,214.04306,31.03,1846
,,,,,,,,0.2097685,5.1510655,2.6046855,74.9081955,129.107857,0.4008165,294.785263,31.085,1840.5
55,12:24:49,55,Ptmyb_125-1_1,,,12,16,0.465664,8.984295,2.186682,135.00238,301.487274,0.552212,386.597534,29.87,1750
56,12:25:34,56,Ptmyb_125-1_1,,,12,17,0.33786,6.867836,2.216903,212.606903,294.551117,0.2782,199.105896,29.91,1789
,,,,,,,,0.401762,7.9260655,2.2017925,173.8046415,298.0191955,0.415206,292.851715,29.89,1769.5
57,12:27:26,57,Ptmyb_122_5,,,12,16,0.331431,6.604279,2.171332,99.434135,294.086639,0.661888,343.342468,29.33,1297
58,12:28:08,58,Ptmyb_122_5,,,12,18,0.539268,9.596564,2.062087,120.885727,285.647888,0.576802,410.712463,29.31,1780
,,,,,,,,0.4353495,8.1004215,2.1167095,110.159931,289.8672635,0.619345,377.0274655,29.32,1538.5
59,12:29:10,59,Vvmyb 84-1_4,,,12,7,0.137144,3.658547,2.728631,17.331362,42.324253,0.59051,385.270691,31.17,1631
60,12:29:45,60,Vvmyb 84-1_4,,,12,5,0.197472,4.399151,2.327927,78.016518,144.017151,0.458283,305.549774,29.62,1667
,,,,,,,,0.167308,4.028849,2.528279,47.67394,93.170702,0.5243965,345.4102325,30.395,1649
61,12:31:02,61,717_CONTROL_2,,,12,16,0.516757,9.41177,2.097115,132.931351,295.340942,0.549905,384.24469,29.3,1747
62,12:31:46,62,717_CONTROL_2,,,12,18,0.376193,7.806324,2.288855,107.91671,222.691116,0.515397,367.255188,30.13,1781
,,,,,,,,0.446475,8.609047,2.192985,120.4240305,259.016029,0.532651,375.749939,29.715,1764
64,12:33:36,64,Vvmyb 7-1,,,12,10,0.209845,5.031603,2.509792,116.639969,176.170395,0.337914,217.587204,30.88,1610
65,12:34:15,65,Vvmyb 7-1,,,12,13,0.28503,6.728494,2.529778,81.804512,163.768463,0.500487,337.579529,31.04,1686
,,,,,,,,0.2474375,5.8800485,2.519785,99.2222405,169.969429,0.4192005,277.5833665,30.96,1648
66,12:36:26,66,Ptmyb_131-1_2,,,12,16,0.220281,4.518104,2.159998,131.934998,289.075867,0.543597,265.092102,29.05,1219
67,12:37:17,67,Ptmyb_131-1_2,,,12,20,0.472787,8.536139,2.053516,179.102905,342.979309,0.477803,238.697433,29,1249
,,,,,,,,0.346534,6.5271215,2.106757,155.5189515,316.027588,0.5107,251.8947675,29.025,1234
68,12:38:40,68,Ptmyb_30_4,,,12,16,0.208914,4.978389,2.494706,122.492554,231.039734,0.46982,348.478668,30.6,1854
69,12:39:21,69,Ptmyb_30_4,,,12,19,0.429344,8.138482,2.127023,184.538132,329.037079,0.439157,318.094879,29.36,1811
,,,,,,,,0.319129,6.5584355,2.3108645,153.515343,280.0384065,0.4544885,333.2867735,29.98,1832.5
70,12:40:15,70,VVmybA1_84-1_1,,,12,9,0.056435,1.647081,2.900804,19.737125,39.711731,0.50299,321.085938,32.17,1596
71,12:40:36,71,VVmybA1_84-1_1,,,12,7,0.023622,0.874556,3.62807,13.482213,20.061018,0.32794,216.918137,34.46,1654
,,,,,,,,0.0400285,1.2608185,3.264437,16.609669,29.8863745,0.415465,269.0020375,33.315,1625
72,12:41:58,72,Vvmyb 57-1,,,12,15,0.495634,9.888196,2.280773,57.032703,129.274124,0.558824,400.764709,30.11,1793
74,12:42:55,74,Vvmyb 57-1,,,12,18,0.113016,3.530842,3.160471,23.048042,42.654247,0.459654,294.53363,33.06,1602
,,,,,,,,0.304325,6.709519,2.720622,40.0403725,85.9641855,0.509239,347.6491695,31.585,1697.5
75,12:43:53,75,Ptmyb_124_2,,,12,15,0.701751,12.677902,2.189746,112.381699,268.992798,0.582213,420.118591,30.06,1804
76,12:44:26,76,Ptmyb_124_2,,,12,18,0.400852,8.897559,2.463065,109.091881,253.818695,0.570198,402.87677,31.16,1766
,,,,,,,,0.5513015,10.7877305,2.3264055,110.73679,261.4057465,0.5762055,411.4976805,30.61,1785
77,12:45:58,77,VVmybA1_60_3,,,12,16,0.352304,8.651637,2.683456,103.699203,229.18988,0.54754,410.779297,31.79,1876
78,12:46:36,78,VVmybA1_60_3,,,12,18,0.326787,7.813554,2.595488,105.211975,212.776031,0.505527,386.008606,31.16,1909
,,,,,,,,0.3395455,8.2325955,2.639472,104.455589,220.9829555,0.5265335,398.3939515,31.475,1892.5
79,12:48:11,79,Ptmyb_30_3,,,12,17,0.344933,7.509425,2.379387,140.878204,269.180603,0.476641,349.747986,30.23,1834
80,12:48:42,80,Ptmyb_30_3,,,12,19,0.391601,8.058853,2.282401,126.107811,282.39267,0.553431,389.311218,29.9,1759
,,,,,,,,,,,,,,,,
81,12:49:22,81,VVmybA1_83-2_4,,,12,10,0.106299,3.614296,3.429417,34.635902,56.123363,0.382861,282.819214,33.78,1847
82,12:50:01,82,VVmybA1_83-2_4,,,12,14,0.106204,3.420931,3.252814,27.53377,51.605644,0.466458,342.483215,33.08,1836
,,,,,,,,,,,,,,,,
83,12:51:05,83,Ptmyb_125-1_4,,,12,15,0.377193,8.645026,2.526577,104.436279,266.105042,0.607537,450.312347,31.02,1853
84,12:51:37,84,Ptmyb_125-1_4,,,12,18,0.22414,5.574713,2.616455,182.156326,325.677612,0.440685,329.345581,30.91,1868
,,,,,,,,,,,,,,,,
85,12:52:15,85,VVmybA1_83-2_5,,,12,7,0.21217,5.248358,2.591054,123.078705,174.263443,0.29372,207.274979,31.12,1764
86,12:52:40,86,VVmybA1_83-2_5,,,12,9,0.094971,2.638516,2.800977,51.733017,72.889442,0.290254,198.832748,31.51,1713
,,,,,,,,,,,,,,,,
87,12:54:26,87,717_Control_1,,,12,16,0.173578,5.063291,3.013654,109.565018,210.632599,0.479829,70.802628,32.31,369
88,12:55:21,88,717_Control_1,,,12,19,0.262706,6.947976,2.812521,208.157303,310.320862,0.329219,221.424286,31.73,1681
,,,,,,,,,,,,,,,,
89,12:56:31,89,717 control-8,,,12,17,0.628607,12.134008,2.290384,123.910187,262.448578,0.527869,408.295441,30.55,1934
90,12:56:54,90,717 control-8,,,12,19,0.429082,9.223285,2.407353,146.414276,283.241333,0.483076,359.44635,30.74,1860
,,,,,,,,,,,,,,,,
91,12:57:41,91,VVmybA1_59_5,,,12,15,0.27154,7.527903,2.953452,91.397163,187.194336,0.511753,359.638855,32.42,1757
92,12:58:11,92,VVmybA1_59_5,,,12,18,0.309596,6.431379,2.247198,72.433235,213.621399,0.660927,446.226501,29.74,1688
,,,,,,,,,,,,,,,,
93,12:59:25,93,Ptmyb_92-2_4,,,12,17,0.134603,4.172194,3.158922,134.028915,251.268204,0.46659,361.467163,32.91,1937
94,13:00:00,94,Ptmyb_92-2_4,,,12,21,0.170779,4.909917,2.968952,108.655212,222.293457,0.511208,393.124969,32.06,1923
,,,,,,,,,,,,,,,,
95,13:01:07,95,VVmybA1_83-2_3,,,12,8,0.239911,6.346521,2.792056,63.202141,160.267227,0.605645,423.774231,31.91,1749
96,13:01:24,96,VVmybA1_83-2_3,,,12,10,0.233315,6.250123,2.819622,79.18811,175.169449,0.547934,394.178772,32.18,1798
,,,,,,,,,,,,,,,,
97,13:02:03,97,VVmybA1_59_1,,,12,16,0.216338,5.806592,2.814223,80.659035,151.170639,0.466437,334.550049,31.6,1793
98,13:02:32,98,VVmybA1_59_1,,,12,19,0.115445,3.690903,3.238274,35.254955,52.807575,0.332388,235.003143,33.02,1768
,,,,,,,,,,,,,,,,
99,14:03:36,99,717 Control 3,,,14,16,0.553207,12.661709,2.656319,88.579056,167.402557,0.470862,301.083923,31.37,1599
100,14:04:02,100,717 Control 3,,,14,19,0.490004,12.39542,2.879366,90.431931,151.244598,0.402082,274.273804,32.18,1705
,,,,,,,,,,,,,,,,
101,14:05:14,101,Ptmyb_Control_2,,,14,15,0.557327,13.027064,2.713773,128.419525,215.107727,0.402999,260.063599,31.77,1613
102,14:05:39,102,Ptmyb_Control_2,,,14,18,0.442751,10.250757,2.602367,199.595337,279.915039,0.286943,168.993713,31.14,1472
,,,,,,,,,,,,,,,,
103,14:06:57,103,Ptmyb_122_1,,,14,16,0.230337,7.485379,3.412641,106.660011,217.882889,0.510471,375.794159,33.53,1840
104,14:07:08,104,Ptmyb_122_1,,,14,18,0.251346,8.074082,3.393867,129.91011,255.531876,0.491609,347.531311,33.71,1767
,,,,,,,,,,,,,,,,
105,14:07:55,105,Ptmyb_124_4,,,14,15,0.24484,7.576852,3.266245,95.965508,244.449112,0.607421,413.089691,33.18,1700
106,14:08:05,106,Ptmyb_124_4,,,14,18,0.236518,7.298558,3.249732,105.111122,210.959015,0.501746,81.450592,33.02,406
,,,,,,,,,,,,,,,,
107,14:09:01,107,Vvmyb_59-3,,,14,17,0.286909,8.159638,3.045305,85.505608,128.291397,0.333505,239.220749,32.36,1793
108,14:09:14,108,Vvmyb_59-3,,,14,19,0.163761,4.286067,2.701706,18.084526,64.925583,0.721458,68.138046,30.77,236
,,,,,,,,,,,,,,,,
109,14:10:10,109,Ptmyb_92-2_3,,,14,15,0.439465,11.638913,2.967748,116.578461,275.746796,0.577226,409.562286,32.61,1774
110,14:10:21,110,Ptmyb_92-2_3,,,14,18,0.377301,9.386539,2.740712,181.043381,352.429779,0.486299,337.91748,31.6,1737
,,,,,,,,,,,,,,,,
111,14:10:59,111,Vvmyb_68-1,,,14,13,0.472757,12.099202,2.897751,64.793228,136.94342,0.526861,340.955566,32.3,1618
112,14:11:07,112,Vvmyb_68-1,,,14,10,0.15323,5.574208,3.721327,46.857475,77.654587,0.396591,266.029816,34.57,1677
,,,,,,,,,,,,,,,,
113,14:11:47,113,717 control   ,,,14,16,0.201969,6.37675,3.288924,68.175674,85.479057,0.202428,153.397476,33.03,1894
114,14:11:57,114,717 control   ,,,14,18,0.234854,7.653944,3.426636,61.451912,79.134972,0.223454,167.490479,33.67,1874
,,,,,,,,,,,,,,,,
115,14:13:29,115,Ptmyb_131-1_1,,,14,17,0.182249,5.937608,3.372222,108.739975,177.262787,0.386561,285.862061,33.18,1849
116,14:13:40,116,Ptmyb_131-1_1,,,14,20,0.154303,5.387306,3.578241,173.848267,238.062759,0.269738,197.77269,33.82,1833
,,,,,,,,,,,,,,,,
117,14:15:10,117,Ptmyb_Control_5,,,14,19,0.450482,11.056905,2.764124,91.969368,242.351364,0.620512,431.260162,31.63,1738
118,14:15:22,118,Ptmyb_Control_5,,,14,22,0.515827,11.954048,2.661795,174.287796,292.826691,0.404809,281.411163,31.25,1738
,,,,,,,,,,,,,,,,
119,14:16:01,119,Ptmyb_125-1_3,,,14,15,0.207531,7.556574,3.788816,71.197273,174.226852,0.591353,399.476898,34.81,1689
120,14:16:10,120,Ptmyb_125-1_3,,,14,12,0.084694,3.601022,4.244328,36.319969,66.061401,0.450209,324.921814,35.95,1804
,,,,,,,,,,,,,,,,
121,14:17:11,121,Ptmyb_125-1_1,,,14,16,0.361998,9.878798,2.989128,137.628082,317.772003,0.566897,396.756073,32.42,1750
122,14:17:26,122,Ptmyb_125-1_1,,,14,17,0.383114,10.970461,3.153771,162.138824,275.111725,0.410644,309.588074,33.03,1885
,,,,,,,,,,,,,,,,
123,14:18:29,123,Ptmyb_122_5,,,14,16,0.294571,9.841381,3.5745,98.435638,236.473923,0.583736,455.609772,34.29,1951
124,14:18:42,124,Ptmyb_122_5,,,14,18,0.471815,12.424079,2.978536,115.920425,274.878265,0.578285,434.456482,32.65,1878
,,,,,,,,,,,,,,,,
125,14:19:50,125,Vvmyb 84-1_4,,,14,7,0.086788,2.950759,3.410709,9.207487,21.788486,0.577415,378.476257,33.28,1639
126,14:19:59,126,Vvmyb 84-1_4,,,14,5,0.196141,6.00797,3.183989,58.291553,136.305939,0.572348,390.447205,32.96,1705
,,,,,,,,,,,,,,,,
127,14:21:34,127,717_CONTROL_2,,,14,16,0.584488,14.708028,2.940212,129.148727,257.701141,0.498843,378.04834,32.7,1895
129,14:23:22,129,717_CONTROL_2,,,14,18,0.602958,14.105274,2.753042,105.746269,232.092148,0.544378,399.99469,31.66,1837
,,,,,,,,,,,,,,,,
130,14:24:09,130,Vvmyb 7-1,,,14,10,0.28194,8.626097,3.266321,54.894089,149.666183,0.633223,400.267517,33.28,1580
131,14:24:19,131,Vvmyb 7-1,,,14,13,0.257286,7.81725,3.220278,112.686394,174.905273,0.355729,231.796951,33.01,1629
,,,,,,,,,,,,,,,,
132,14:26:21,132,Ptmyb_131-1_2,,,14,16,0.191416,6.828677,3.69894,126.244064,220.784882,0.428203,300.035034,34.08,1752
133,14:26:35,133,Ptmyb_131-1_2,,,14,20,0.458143,12.36145,3.043215,120.931152,214.95401,0.437409,335.802246,32.32,1919
,,,,,,,,,,,,,,,,
