Sample,Label,ribitol..IS.,glycolic.acid,pyruvic.acid,Beta..alanine,benzoic.acid,phosphoric.acid,maleic.acid,glycine,succinic.acid,glyceric.acid,glyoxylic.acid,fumaric.acid,methyltartronic.acid,ribonic.acid.gamma.lactone,D.malic.acid,D.threitol,L.pyroglutamic.acid,ribose,threonic.acid,phenethylamine,tartaric.acid,arabinose,gluconic.acid.lactone,X4.hydroxycinnamic.acid,citric.acid,dehydroascorbic.acid,quinic.acid,fructose,D.glucose,galactitol,D.mannitol,L.ascorbic.acid,mucic.acid,myo.inositol,N.acetyl.D.glucosamine,caffeic.acid,D.ribose.5.phosphate,D.glucose.6.phosphate,lactobionic.acid,lactose,Sucrose,maltose,loganin,X....epicatechin,trans.coutaric.acid,taxifolin,galactinol,kaempferol,chlorogenic.acid,isoquercitrin,maltotriose,D.....melezitose,Raffinose
1,5C,2673016,2069.018519,262.537037,493.7037037,2585.018519,359031.5556,18229.57407,5948.314815,31891.22222,17693.22222,969.4814815,3990.092593,12971.51852,22865.37037,455264.0185,19899.35185,3300.962963,257.4074074,329225.7037,414.537037,29715.85185,7705.12963,837257.5,2071.851852,329355.963,608875.9444,2158720.111,310903.5185,475614.3148,31069.92593,6088.740741,32633.7963,5759.925926,2338417.722,79884.2037,17863.2037,3860.259259,19298.25926,3808.222222,89991.12963,2259676.648,17787.03704,52932.09259,690504.9815,9129.87037,18598.33333,165692.6852,38768.31481,2512219.574,229472,4447517.148,12793.77778,40338.83333
2,5C,2632469,1603.511905,198.3730159,915,3443.90873,305969.4444,14112.91667,3873.194444,20758.61111,12269.90079,1012.936508,1727.837302,13120.3373,27623.84921,309053.0754,19394.14683,4477.738095,631.6071429,121724.4841,192.5992063,22419.14683,5892.301587,746789.9405,2194.186508,340911.5476,527368.8492,2069679.94,218823.7698,298408.6905,13341.26984,2635,29370.95238,4682.003968,2137512.937,78934.26587,18681.40873,4966.388889,15162.32143,3911.071429,66495.45635,2218156.131,19580.79365,144108.9484,669610.377,11790.73413,7902.420635,140498.5913,35575.6746,2460809.008,203572.3413,5626786.052,15776.56746,31649.7619
3,8-9D,3477101,1969.557823,238.4353741,149.6768707,2380.782313,368534.2177,19852.05782,3950.204082,26889.55782,13309.84694,622.2108844,4712.704082,10863.41837,21943.96259,466465.6973,20786.9898,4325.034014,534.6938776,254581.5986,11202.10884,22109.16667,8335.561224,809861.0204,1568.044218,495983.5374,587673.0782,1809547.364,292961.9388,435857.432,12638.60544,6056.27551,79060.28912,6183.146259,2002541.054,80588.04422,17742.84014,3560.136054,16775.56122,4250.527211,64552.97619,2162696.48,19498.92857,93066.30952,589761.7177,9654.914966,10117.72109,186409.5068,36834.03061,2214227.925,224157.0238,3638016.395,8264.132653,56492.22789
4,13-15B,2888617,2025.915493,291.9517103,614.7082495,3289.396378,372702.1328,20157.48491,7251.368209,28566.33803,30777.94769,1493.863179,2883.843058,14165.15091,22886.92153,495194.4064,12785.69416,9244.426559,181.8511066,504566.8209,586.0362173,24492.45473,12142.67606,748485.8149,2185.27163,150005.0503,687899.6982,2128052.374,1168179.256,1388562.575,11922.77666,6419.617706,65906.84105,2710.342052,2630090.181,99791.87123,21107.02213,6421.649899,23391.67002,2604.929577,81791.67002,3003524.909,18065.91549,44804.10463,477488.2495,7355.372233,10453.1992,293829.1549,30446.96177,2651991.328,250200.6237,5427462.173,15054.24547,38761.12676
5,2H,2870898,5305.137615,239.3027523,375.0825688,2841.853211,168683.5046,12793.21101,9424.495413,30125.76147,26065.37615,1201.357798,1852.275229,7885.211009,19295.26606,256325.2294,11157.94495,4683.46789,191.266055,175935.3211,2085.889908,12227.3578,7550.697248,582450.6422,1738.53211,164116.1468,519948.8991,1880878.697,530723.7982,663481.2844,19803.76147,1474.53211,59162.77064,2793.504587,2199940.404,72894.77064,18456.77064,3542.825688,9266.53211,2226.53211,50123.81651,2555593.853,23307.98165,69089.98165,1018857.046,4740.587156,4661.431193,183112.4771,27887.44954,2378814.018,150877.2661,4097530.881,9470.715596,46130.62385
6,8-9D,3457240,2473.56564,242.0907618,565.834684,2611.410049,315640.7131,19885.4295,4644.440843,29213.11183,17079.7731,846.5802269,2066.790924,11042.99838,35067.86062,458617.9092,16318.07131,5362.933549,791.6045381,121517.3582,10323.4684,17521.5235,6943.225284,860065.7536,1842.544571,566471.1183,729296.1912,1962775.964,294339.9352,404299.7569,35186.69368,3594.927066,118503.7439,4890.923825,2133082.885,97705.29984,22739.43274,5426.807131,15534.52188,3631.166937,73980.24311,1978928.201,22030.12966,156385.9643,1031543.549,12849.17342,11966.5154,287815.2188,38629.5624,2429000.486,235874.4408,4195396.337,11213.16045,50105.59157
7,8-9D,2933818,2269.72028,268.6013986,973.6829837,3481.724942,214238.042,22863.61305,9253.846154,31471.79487,20458.85781,967.2261072,5053.519814,13239.51049,29198.1352,563751.5152,17201.67832,8183.100233,478.5547786,437413.7063,722.7272727,19114.21911,7861.165501,816450,1730.582751,480760.6061,867099.9534,2209310.746,502003.7063,681372.4242,12313.7296,6048.764569,101216.69,4192.097902,3005142.308,91447.94872,22681.42191,4105.361305,11138.27506,5836.083916,81052.47086,3196168.205,16981.70163,95164.91841,887600.3497,4438.414918,13751.35198,218868.9277,43524.47552,2866026.876,223678.5781,4584790.49,14704.54545,60305.75758
8,13-15E,2036263,1721.437309,412.7828746,1441.192661,3328.990826,130824.9235,14740.91743,4836.48318,19780.30581,16113.48624,2646.055046,2030.489297,12514.00612,9687.553517,344101.1621,11252.17125,4958.715596,331.4067278,209889.2355,1930.244648,17986.42202,5310.458716,539476.9725,1733.914373,208938.7156,501554.7095,2090248.379,348202.5076,376925.1682,19087.85933,2499.633028,49034.12844,1577.33945,2257950.183,65399.29664,21938.47095,2495.963303,11389.38838,2064.159021,33993.51682,3428980.275,21676.69725,79733.97554,816444.526,5070.550459,8415.688073,86533.45566,25148.2263,2270777.951,133530.4587,5362619.817,13027.82875,32875.99388
9,5C,3733489,4935.008787,259.1212654,860.4042179,2546.133568,344692.8295,19323.60281,9640.913884,51167.34622,28665.34271,557.486819,1956.080844,14935.81722,40129.84183,825890.9666,21111.63445,5793.989455,316.6080844,582078.7698,1320.123023,37453.81371,22769.77153,979010.1406,2299.420035,206534.8858,469076.7135,1992878.735,806133.2865,1001883.181,24697.50439,2543.655536,84539.70123,3974.622144,2377626.011,113495.2197,11842.72408,6588.383128,21271.30053,8480.56239,88521.33568,2509547.135,25060,79696.22144,567026.819,10014.55185,19671.72232,238433.1634,72250.24605,2713866.801,281443.2337,5574610.334,21069.45518,45291.95079
10,CT3,2332096,2659.710145,543.1884058,2083.65942,4891.195652,260962.1739,19174.56522,7882.971014,29581.44928,20955.03623,1131.449275,3515.797101,16053.76812,20178.26087,526480.6159,14644.96377,5942.5,655.2173913,600334.058,2231.630435,30734.63768,10014.81884,947266.4493,2384.710145,327573.3333,748598.8043,1939981.486,473715.471,590405.5435,17407.78986,3621.630435,75076.15942,1898.297101,3207116.232,106469.3116,28856.81159,6084.782609,19987.42754,2833.007246,55612.10145,4404744.601,34674.16667,91989.67391,756890.3261,4385.942029,6219.23913,119626.0507,39623.2971,3004566.159,216286.1957,5857216.775,18837.57246,53073.4058
11,8-9D,2446230,1949.20082,260.8196721,919.6516393,2650.532787,392199.0369,15717.95082,4501.987705,26932.54098,12593.38115,1066.086066,1870.389344,15793.60656,19933.95492,413349.2008,14737.43852,5660.286885,377.5409836,139730.8197,149.2213115,16770.14344,6192.192623,752010.3074,1615.286885,360421.168,420959.4877,2109946.516,266438.0738,383262.8689,25376.22951,4018.463115,90100.38934,6486.987705,2005560.246,51546.92623,20402.52049,4052.069672,15346.96721,5033.442623,57824.5082,2694465.041,14555.45082,72502.35656,686517.3566,6760.409836,12785.28689,204608.9344,34044.07787,2415100.389,218696.3934,4017895.84,8935.635246,30512.0082
12,2H,2732999,9290.609137,409.1624365,1755.101523,3653.832487,90584.3401,17464.41624,7967.13198,19408.19797,19545.02538,756.2436548,3019.543147,18178.85787,13992.05584,304656.2944,12730.71066,5672.436548,1503.451777,223423.6548,1143.426396,17340.38071,4886.167513,664876.269,1366.42132,321946.5482,709235.4569,2072706.066,406390.0508,426467.4619,26208.22335,2130.126904,13108.35025,2244.086294,2661521.929,97636.42132,22675.63452,1960.431472,7694.111675,1974.695431,51484.03553,2840729.873,17531.85279,122903.401,1065515.431,891.319797,4893.19797,90189.77157,18787.48731,3205339.619,106824.4162,4762321.066,19860.81218,16738.52792
13,13-15E,2377587,3134.327808,212.1178637,234.5303867,2897.697974,202894.7145,23449.96317,10556.92449,33447.56906,29447.2744,1048.139963,2659.189687,13352.33886,20490.22099,575436.7772,6288.305709,8470.441989,261.1418048,463310.1842,1347.127072,24927.97422,11537.40331,514152.965,1732.946593,152042.8545,528713.2044,1714499.926,614879.4659,730521.1602,12079.74217,3576.998158,50505.04604,1918.839779,2480370.037,76217.60589,22496.26151,12045.85635,19549.2081,3033.609576,45158.39779,2989112.818,24400.20258,60464.29098,393162.1363,3624.6593,5336.666667,166652.7808,27577.93738,2158892.155,139800.442,4916131.492,17705.69061,45032.90976
14,13-15E,2809223,3923.247423,236.6323024,202.4226804,2801.082474,205134.6735,25309.86254,12795.39519,30418.43643,32750.08591,755.2920962,2750,14239.94845,24169.27835,580094.4845,14933.14433,8719.381443,202.3883162,484562.9553,1248.608247,22184.39863,8647.766323,678720.189,1381.065292,194558.2646,687254.5704,1907792.698,624182.6289,765848.6254,14219.34708,3429.243986,52227.4055,1443.195876,2312786.237,90066.37457,21986.80412,16953.23024,26815.54983,958.7285223,50724.58763,2905592.131,28765.89347,66042.49141,435016.8213,6396.769759,8397.508591,245836.9759,32003.83162,2326602.801,166237.3196,3321174.038,18962.66323,43656.52921
15,13-15E,2878301,2982.49497,276.056338,346.2575453,3536.136821,374821.167,17452.334,9330.020121,30651.83099,27186.41851,804.0040241,2355.150905,12862.49497,19933.34004,538122.6157,17506.76056,6197.625755,474.9899396,391558.8129,1486.036217,32258.2495,10483.09859,653132.5352,1750.945674,283649.3763,708611.5493,2022244.346,414485.5131,609388.672,24325.07042,4070.442656,76815.75453,4010.140845,2512015.895,88919.4165,19793.7827,8522.877264,19635.99598,3170.221328,54306.90141,2513612.072,27756.39839,103130.0402,1069930.604,2518.430584,12487.08249,115268.994,27470.04024,2520821.71,195250.7243,6175507.062,23054.22535,51593.09859
16,4A,2577441,1710.16632,246.8191268,438.3367983,3376.819127,206266.8191,17432.76507,4817.193347,31479.77131,23224.30353,537.1725572,2331.517672,12826.17464,13153.65904,732452.5572,9254.677755,2642.765073,292.4324324,387703.4927,375.1767152,24867.83784,13911.51767,729944.1164,971.9334719,165062.7651,482461.5593,2201457.63,1029697.609,1294278.129,18140.14553,2495.072765,8260.769231,2230.06237,2501026.985,75224.55301,496.4864865,1620.04158,8842.702703,4444.553015,30405.98753,2905163.576,24016.73597,93375.38462,17049.54262,7926.320166,1725.821206,263643.9917,34232.05821,959209.5842,192251.3721,2107210.208,6310.43659,47270.45738
17,5C,2101219,871.9916143,204.7589099,1144.004193,2882.830189,180429.6855,14474.90566,807.0440252,16935.03145,18787.96646,1259.853249,1740.461216,9118.36478,12825.42977,451452.4948,11952.32704,1336.771488,141.8238994,324360.2516,445.6603774,24617.33753,11130.14675,470744.3606,1638.574423,81656.26834,328975.5975,2328527.799,487868.26,642728.6164,11044.63312,3666.016771,32260,740.2725367,2359015.031,65046.87631,7022.578616,1508.134172,9231.467505,2539.979036,65334.19287,2675947.023,14032.20126,46943.2914,43412.97694,7147.777778,9379.014675,115963.4382,20723.33333,953786.6457,137146.5199,2993921.069,9901.446541,17346.10063
18,16-20,1811766,617.9773157,136.9754253,1011.039698,2804.045369,176016.1815,6513.724008,810.2835539,12562.41966,6967.655955,1323.572779,1319.338374,8347.58034,7800.453686,159678.8847,5629.243856,1358.979206,531.4555766,48759.50851,913.6294896,5378.99811,1982.022684,504886.862,1232.911153,65542.68431,214098.5066,1197899.017,157040.7561,225072.1739,12871.77694,1618.185255,51856.14367,1030,1439329.149,33198.20416,10308.84688,3744.63138,7878.733459,2311.00189,21718.33648,2119107.524,8025.500945,45670.15123,339463.6862,3065.557656,1556.124764,84081.55009,40919.65974,1892655.614,178398.8847,1106137.013,2898.676749,18262.47637
19,16-20,2319710,2002.125436,454.3902439,677.7700348,4806.236934,792604.7735,24480.62718,6358.397213,42953.8676,38979.09408,2593.623693,3929.512195,23342.92683,32670.66202,676557.6655,20089.86063,5967.700348,540.5923345,471590.5226,5496.759582,40234.63415,11437.70035,1218836.655,4300.662021,370484.9477,693486.0627,3523533.659,588903.3798,968372.7875,19163.83275,2557.038328,47942.89199,3595.505226,3931237.352,113845.8885,18188.25784,17214.73868,34817.97909,8311.358885,87482.33449,5300942.3,41233.17073,72780.59233,212658.1882,15674.73868,13924.18118,194680.2439,51552.33449,2186993.937,347254.3554,7626025.296,17827.97909,77198.78049
20,CT3,2388353,1367.909408,278.6933798,468.3275261,1963.937282,153528.2578,19702.68293,4518.867596,29106.58537,21126.23693,1244.059233,2977.665505,11109.96516,17221.18467,485921.1324,11460.06969,2763.954704,490.7839721,209632.8049,4927.961672,19109.72125,9015.121951,509703.6411,1373.850174,214227.9965,463172.0557,1535432.578,464268.0836,664831.0801,22965,3372.003484,16439.19861,1157.491289,2164273.31,75408.78049,12571.27178,3716.393728,12328.76307,2413.832753,39621.56794,2249809.338,13668.79791,102093.4669,144203.676,3664.12892,3062.8223,111594.2683,25435.19164,638354.1986,160234.0418,2931240,7652.630662,45746.63763
21,2H,2550285,8231.241685,297.4501109,514.2350333,2590.443459,268919.2239,13408.58093,2284.833703,22688.75831,21287.73836,1064.345898,2408.625277,13191.17517,22425.58758,309718.0266,11849.82262,2736.940133,1724.035477,107872.7051,4358.64745,12168.22616,10015.92018,697268.204,1475.875831,133560.9091,492054.7672,2209325.211,952703.592,930786.541,14489.20177,5071.640798,69768.38137,2852.505543,2648246.208,122131.5965,28396.03104,2882.971175,8843.104213,3377.871397,58305.898,3286322.594,13392.03991,115444.9889,589289.9557,3107.383592,1197.006652,160600.51,40701.41907,3284460.31,205967.7162,1653552.151,5912.150776,31937.33925
22,5C,2599623,1626.189516,330.7862903,476.733871,3271.532258,258962.8629,16156.65323,4171.552419,24125.06048,17777.19758,873.3064516,2167.298387,10119.83871,21035.8871,478682.4395,17233.85081,2466.209677,465.2016129,200743.7097,749.9798387,25462.33871,7973.850806,1107460.403,2401.834677,270628.3065,445265.8669,2261827.823,305133.3669,506454.6371,11297.45968,4041.895161,33067.8629,1944.153226,2566960.101,61253.20565,6800.342742,8892.782258,22728.08468,6706.653226,82077.96371,2998465.222,20153.24597,84510.68548,390367.4597,9909.899194,16658.56855,115796.5927,92305.22177,2174463.952,394279.2944,3293204.415,9832.419355,41434.65726
23,CT3,2583237,1352.583643,235.6505576,376.6542751,2170.167286,190411.8587,21640.16729,4421.877323,35064.59108,18595.61338,648.0111524,3199.349442,13285.68773,29754.75836,319603.6245,11858.75465,3268.605948,1179.925651,179070.0929,730.5576208,16913.02974,9996.802974,991397.2305,1339.330855,217649.145,731701.5428,1703102.658,726744.7212,781381.3755,19561.93309,3986.598513,114859.5539,1369.405204,2435047.082,135831.0967,370.8921933,10596.52416,18505.57621,2075.855019,55641.6171,2481719.572,29733.01115,185569.7398,1142243.271,1267.713755,5244.182156,171315.9665,41593.27138,3169980.948,261996.6729,2566643.978,11972.11896,30961.4684
24,1C,2488319,2018.92779,204.4201313,315.3610503,3087.089716,176132.5383,22850.7221,4830.021882,28235.2954,35164.96718,1562.49453,2751.969365,16734.96718,14280.80963,676706.2144,8577.045952,5155.448578,203.6105033,284701.9475,649.7374179,24574.04814,14223.74179,777553.895,1596.19256,110618.14,475988.5558,2344069.54,882112.4945,1158931.05,22147.593,2239.540481,15268.94967,1757.789934,2694053.063,80352.18818,14076.25821,5426.126915,12584.98906,2034.595186,56291.81619,2829233.26,22528.66521,73515.60175,100631.4442,7408.008753,3724.201313,252798.3151,58856.6302,1858177.899,294381.0941,2341152.626,4863.698031,28607.19912
25,13-15B,2445187,1518.549747,196.9983137,618.8532884,2979.359191,216335.2951,19739.07251,5964.350759,17809.96627,30306.98145,1021.214165,3414.249578,12279.52782,15487.36931,452236.543,9656.762226,5392.411467,194.2495784,504197.9089,408.9038786,20001.92243,8004.097808,533974.9241,1729.241147,190070.1518,499758.7015,1715405.936,695327.9933,1006598.938,8102.934233,4344.317032,13138.41484,1917.757167,2231026.779,60479.4941,9908.431703,8373.91231,15554.31703,3300.893761,64744.09781,2369060.877,10724.30017,35504.67116,21919.39292,7562.984823,6195.379427,121941.3491,23034.28331,732539.8314,142230.2361,2562468.583,7686.458685,32429.61214
26,13-15B,2501425,1562.6097,238.2448037,297.6443418,3155.612009,215318.6374,17627.806,4220.993072,18976.69746,20427.64434,1305.103926,2644.803695,14344.54965,17549.19169,341331.963,15189.1224,3313.418014,182.1247113,218380.9469,4045.381062,22811.91686,8749.006928,775460.3233,2776.189376,135264.388,496445.6582,2590620.069,601950.7852,862002.448,12165.91224,5925.404157,39389.1224,1852.21709,2674082.356,65847.22864,10471.91686,4618.452656,18118.82217,5683.071594,75470.64665,3532532.91,14694.73441,39594.98845,311570.7852,7829.722864,15646.92841,172062.0092,33149.46882,2291531.455,196343.0716,3712972.748,10740.02309,40477.29792
27,1C,2669546,1150.193133,275.27897,564.6566524,2597.875536,276443.1974,20885.15021,4400.965665,21586.82403,25268.28326,1032.017167,2943.562232,15789.39914,14409.46352,575954.0558,16282.2103,3416.459227,208.1759657,419467.1674,751.4592275,25792.16738,6488.991416,723787.5751,2011.459227,230342.3391,456088.6481,2397186.33,482134.1631,637483.5193,9742.682403,2299.806867,9686.39485,2343.240343,2555258.863,60950.53648,9162.7897,5042.274678,12445.62232,2745.793991,50357.76824,3022098.197,21598.49785,50346.07296,154077.1888,8507.7897,4612.296137,105103.3262,31844.14163,1726781.18,201234.206,2925377.296,3118.776824,39314.54936
28,CT3,2040950,859.4978166,229.7598253,339.7161572,3221.484716,283572.1397,13794.80349,3595.087336,19757.70742,18593.64629,687.3144105,1773.820961,11475.30568,10086.35371,435560.5895,16467.0524,1619.344978,184.5633188,390269.1921,906.2445415,31181.20087,10775.74236,452668.3624,1106.899563,181302.3144,400232.9039,2147647.642,491533.7773,646584.0393,8027.139738,2272.925764,29697.59825,1135.087336,2227086.681,73515.04367,727.8820961,3302.358079,13863.31878,5915.69869,25292.72926,2596722.489,20415.56769,61632.07424,54138.88646,6424.061135,2600.196507,57414.80349,16982.99127,531995.8734,93591.72489,3078705.983,10356.48472,34790.10917
29,16-20,2409020,1328.061002,327.3420479,500.3485839,2689.063181,191498.1917,18247.82135,4545.359477,36724.77124,46646.33987,1355.795207,3478.3878,14679.34641,24273.72549,723649.5861,5366.688453,4354.923747,210.5446623,477794.6405,530.7407407,17983.74728,22227.1024,564353.8344,1085.577342,116728.7582,444936.122,1675977.19,1571547.582,1973295.686,15495.66449,1171.873638,6111.568627,1534.553377,2759881.634,84187.29847,369.2374728,8445.294118,26468.88889,2225.40305,41163.52941,3708619.15,25533.37691,59629.32462,2137.864924,6349.019608,1180.305011,152675.4902,34742.78867,534013.3769,151200.3704,2251044.597,8249.912854,56839.32462
30,5A,2228812,1028.663793,269.2887931,403.2758621,2667.155172,210051.4224,16491.9181,1842.99569,17785.625,14442.86638,1285.883621,1604.375,16450.02155,14188.62069,385592.1767,12638.68534,2104.913793,401.3793103,153818.2112,252.6939655,18031.55172,6674.676724,610021.9397,896.4439655,185778.5991,383426.5948,2271034.267,301521.4655,599558.4267,11036.8319,2197.456897,25759.15948,1061.681034,2312864.375,54396.2069,3565.969828,1976.896552,10180.625,3090.215517,54505.75431,2593550.647,14534.84914,51018.23276,87790.64655,7085.12931,12081.98276,72294.65517,27803.96552,1277648.168,163805.5603,2627955.884,6708.469828,27039.28879
31,2H,3108549,5323.668529,194.283054,740.9310987,2723.519553,175491.9553,23601.15456,8729.310987,18065.88454,22974.7486,627.5977654,3912.420857,8782.029795,14318.3054,337029.8883,12834.35754,2945.38175,641.1359404,251528.9572,925.5493482,18267.82123,8549.608939,652845.9963,2156.03352,264734.9162,515842.216,1646928.976,682760.3538,774525.7542,11216.38734,3630,48642.84916,2704.562384,2096078.752,97589.08752,14748.78957,2298.882682,11310.09311,5254.543762,64323.35196,2875096.778,23729.62756,92931.3594,338897.4115,3454.134078,1987.783985,129446.4246,35061.73184,1325766.089,189929.7952,3876988.529,14439.08752,24893.76164
32,13-15E,1949604,821.9755245,105.7517483,275.9440559,1958.146853,218734.3881,13653.28671,3658.006993,18177.08042,19853.81119,464.1958042,1724.300699,6759.685315,11262.76224,343885.4196,7377.517483,1774.93007,149.7027972,221807.5874,4909.527972,14738.4965,6205,432308.7762,1099.72028,215000.1748,311003.1818,1654132.43,192529.6329,440613.007,15916.67832,2843.199301,37574.42308,2114.230769,1706880.577,48825.06993,5734.755245,3630.34965,12131.25874,3075.506993,36725.89161,2228590.787,20420.8042,44561.59091,315183.6364,4870.559441,6784.493007,147131.486,26389.77273,1118282.29,123195.6643,3342739.825,7361.555944,41662.84965
33,5A,1799109,754.1841004,128.8075314,131.9246862,1733.828452,196230.6904,12728.22176,1093.389121,17185.43933,10644.0795,380.0627615,1137.09205,9716.443515,9607.133891,317971.59,15283.09623,1088.535565,189.58159,148456.8828,220.5439331,20993.84937,5634.351464,493584.749,496.1924686,224483.2218,278779.1841,2094129.456,266830.6695,447163.7866,9836.443515,3727.677824,49157.57322,1199.246862,1925169.038,55698.55649,5085.920502,1427.426778,8998.34728,5521.464435,40598.07531,2402278.494,15382.61506,99308.84937,241931.2762,8635.41841,14243.01255,168979.1004,23047.48954,1809523.138,155358.8285,2991903.745,9690.962343,29747.05021
34,1C,2472755,1665.555556,180.1010101,576.2828283,2694.464646,333717.9798,29416.64646,5204.727273,18761.71717,40100.66667,668.6060606,3618.424242,12263.77778,15087.93939,883810.202,7265.353535,4472.969697,232.7272727,368797.7576,1383.737374,22672.50505,11916.58586,704667.7576,2259.777778,166126.5859,326007.697,1940362.061,841785.4949,1063153.697,8222,3801.393939,6780.343434,4648.949495,2268659.899,74281.41414,12140.16162,4732.444444,17290.10101,1758.646465,56534.18182,2678561.636,23947.37374,57489.65657,24498.56566,6293.59596,1590.464646,109519.798,46272.18182,1125336.566,211481.4545,2204497.838,6054.767677,24495.29293
35,1C,2207756,1308.501027,87.08418891,548.2340862,2243.141684,220646.0164,32036.44764,7105.790554,19855.11294,26693.59343,525.8110883,3942.094456,12218.56263,10309.56879,738853.1211,13622.77207,3926.078029,165.4209446,424588.193,1187.88501,21039.89733,11486.3655,557559.4661,1537.043121,194645.6879,349940.7187,1925255.277,687458.8296,910092.8131,8454.024641,5490.574949,28571.2731,2221.64271,2101830.185,69153.01848,12368.48049,1748.008214,10335.11294,3487.186858,40937.10472,2598466.016,20951.80698,52307.41273,27770.43121,6172.874743,1641.889117,128006.1396,32962.79261,1166924.394,131605.9343,2268391.704,8533.696099,34734.22998
36,13-15B,2489286,1525.277778,188.6324786,287.7991453,2664.74359,419260.2564,18031.94444,6328.717949,20133.73932,14591.81624,504.7649573,2128.739316,10695.64103,18187.45726,427514.4658,7856.004274,5043.098291,174.7222222,190475.7265,869.3162393,17115.94017,7528.418803,732319.1667,2619.294872,200566.4744,349387.7564,2405143.141,509337.4786,756439.765,8836.004274,2197.15812,16624.12393,3529.059829,2122884.38,71194.82906,12001.15385,10243.69658,25801.85897,3137.92735,90016.30342,2837045.919,16698.4188,57013.52564,538240,9337.606838,15194.05983,295284.2521,46802.41453,2245635.47,255405.235,3787479.402,12838.69658,35125
37,4A,2321134,1007.363014,92.58561644,478.6472603,2312.928082,275352.2089,13451.4726,2102.893836,25318.90411,12667.29452,461.8150685,2360.171233,8874.880137,17048.18493,292332.9452,10053.11644,2856.30137,317.1061644,123793.9212,569.4520548,13117.99658,5661.010274,600289.589,1499.623288,212696.5753,397795.2055,1652600.942,523313.75,680598.476,10420.35959,1503.150685,51128.61301,3642.106164,1896298.288,62324.17808,13388.25342,2198.184932,7955.222603,2947.089041,49019.24658,2424347.277,17987.70548,80807.89384,328005.3425,8549.366438,1887.003425,170524.4178,39621.35274,1744105.497,167546.2842,3511902.654,10167.44863,40008.28767
38,5C,1998720,1156.455446,143.1683168,600.7128713,2878.49505,207821.8614,10552.93069,2570.534653,12496.31683,21535.16832,613.3465347,1796.39604,9353.128713,15182.85149,261025.7228,10787.90099,3197.247525,175.5643564,199994.297,793.049505,16084.63366,8911.544554,576162.6337,1832.851485,103365.0495,381653.2871,1963125.861,684872.0396,914140.7723,8496.079208,4808.09901,41000.33663,2885.485149,2182238.218,75408.65347,8725.049505,2439.960396,13511.80198,2321.881188,67599.34653,2568890.119,14829.82178,45562.83168,63535.06931,5486.930693,7243.564356,129683.901,30597.30693,1152178.693,154670.2772,2407755.96,7269.821782,22421.38614
39,13-15E,2317507,1805.192982,191.6666667,373.7368421,2132.877193,224762.1053,23442.45614,5423.894737,20135.19298,14167.66667,456.2280702,3993.368421,12316.54386,11717.59649,322475.7719,12626.31579,2877.385965,671.9298246,234122.3158,2464.719298,26861.4386,9186.438596,697767.4561,2503.877193,129169.4561,460156.3158,1647878.93,587415.3509,657177.1754,6341.192982,3351.210526,47841.26316,1878.438596,1917232.965,110287.2281,24766.78947,5437.701754,17455.4386,2018.473684,53179.85965,2802450.404,27815.85965,127461.8421,611086.2807,2139.578947,5102.947368,152717.5263,37918.54386,2228781.474,178602.4561,3684007.965,14952.66667,36014.19298
40,16-20,2532407,1043.297297,117.8378378,273.6936937,1714.954955,269083.2973,12254.9009,4718.684685,29115.26126,11741.76577,379.9459459,1813.72973,13234.03604,22645.78378,270318.4324,12589.0991,3550.540541,1234.882883,120335.7658,1382.630631,15180.61261,7233.459459,858982.973,1403.297297,159820.8649,446033.7297,1378723.802,475819.1351,569501.4414,7274.954955,4468.45045,85124.16216,1472.054054,1996140.18,87475.36937,15201.36937,9746.810811,17457.76577,3241.531532,59655.40541,2764161.856,29136.28829,156851.0631,779305.1712,2087.63964,3303.171171,314015.3333,68187.69369,2353505.658,267243.8739,2416379.982,10795.11712,42243.69369
41,8-9D,2076792,1074.739884,114.1425819,529.4219653,2383.082852,181028.9788,20953.25626,6225.491329,17148.76686,14698.72832,529.5375723,2244.181118,11341.83044,16462.35067,331346.7245,8425.125241,1931.05973,304.3545279,167588.8054,674.9132948,9755.356455,5399.537572,730385.9345,1625.144509,215844.9904,468166.9171,1524415.067,350825.4143,541074.6821,10993.39114,1561.77264,62545.74181,2861.888247,2148110,64730.03854,11265.81888,5453.911368,16448.22736,4417.302505,64870.01927,3016781.734,13412.04239,57779.30636,360138.5742,4297.052023,6464.759152,93487.10983,68826.85934,1847946.686,238575.684,2571867.283,7237.919075,57772.25434
42,1C,1857648,653.7831325,107.5903614,156.4819277,1596,122649.1566,13959.51807,6740.939759,10701.87952,19608.6988,314.4096386,1412.26506,8977.084337,4869.686747,522926.7229,10450.09639,2300.072289,391.5180723,256725.8313,836.8915663,13652.48193,7286.096386,316523.759,2313.277108,98211.92771,292166.9157,1610624.241,776130.7952,926823.6627,7573.277108,1851.686747,26219.95181,1407.927711,2003045.59,60569.83133,279.2771084,1144.795181,4672,1230.168675,12580.21687,3151460.434,11669.01205,45927.49398,17345.85542,2407.084337,322.8433735,42325.63855,14709.87952,549442.1687,63157.3494,2540904.723,7448.457831,28617.06024
