"","X","row","column","ID","event","event_short","construct","construct2","block","H49","H144","H299","H335","H357","H385","H421","H497","D49","D144","D299","D335","D357","D385","D421","D497","V49","V144","V299","V335","V357","V385","V421","V497","V49_cm","V144_cm","V299_cm","V335_cm","V357_cm","V385_cm","V421_cm","V497_cm","event2"
"362",362,2,46,"LCOR-112","LC-102 16-20","16-20","Escape","control","small",101.599999,469.392,603.504,853.44,1066.8,1158.24,1524,1554.48,0.4,4,5,7,8,9,11.5,11.5,16.25599984,7510.272,15087.6,41818.56,68275.2,93817.44,201549,205579.98,0.01625599984,7.510272,15.0876,41.81856,68.2752,93.81744,201.549,205.57998,"escape"
"363",363,3,46,"LCOR-190","LC-102 13-15B","13-15B","LC-102","transgenic","small",558.799999,1170.432,1249.68,1524,1844.04,2255.52,2819.4,2819.4,4.4,9,10,13,14.5,15,20,20,10818.36798064,94804.992,124968,257556,387709.41,507492,1127760,1127760,10.81836798064,94.804992,124.968,257.556,387.70941,507.492,1127.76,1127.76,"LC-102 13-15B"
"364",364,4,46,"LCOR-313","LC-102 16-20","16-20","Escape","control","small",584.200001,600.456,667.512,792.48,975.36,1219.2,1554.48,1584.96,2.5,4,4,7,7.5,8,11.5,12,3651.25000625,9607.296,10680.192,38831.52,54864,78028.8,205579.98,228234.24,3.65125000625,9.607296,10.680192,38.83152,54.864,78.0288,205.57998,228.23424,"escape"
"365",365,5,46,"LCOR-446","LC-102 1","1","LC-102","transgenic","small",444.499999,719.328,777.24,1066.8,1356.36,1783.08,2407.92,2712.72,3,6,7,9,11,13,17,17,4000.499991,25895.808,38084.76,86410.8,164119.56,301340.52,695888.88,783976.08,4.000499991,25.895808,38.08476,86.4108,164.11956,301.34052,695.88888,783.97608,"LC-102 1"
"366",366,6,46,"LCOR-032","LC-102 5C","5C","LC-102","transgenic","small",965.200001,1542.288,1667.256,2042.16,2499.36,3185.16,3703.32,3703.32,6.5,12,13,17.5,21.5,25,33,33,40779.70004225,222089.472,281766.264,625411.5,1155329.16,1990725,4032915.48,4032915.48,40.77970004225,222.089472,281.766264,625.4115,1155.32916,1990.725,4032.91548,4032.91548,"LC-102 5C"
"367",367,7,46,"LCOR-492","CT717 3","CT3","Control","control","small",266.7,387.096,490.728,792.48,960.12,1310.64,1920.24,1920.24,0.2,2,4,5,11,11,13,13,10.668,1548.384,7851.648,19812,116174.52,158587.44,324520.56,324520.56,0.010668,1.548384,7.851648,19.812,116.17452,158.58744,324.52056,324.52056,"CT717 3"
"368",368,8,46,"LCOR-311","LC-102 16-20","16-20","Escape","control","small",533.4,868.68,987.552,1322.832,1645.92,2103.12,2529.84,2560.32,3.3,7,8,12.5,14,16,19.5,19.5,5808.726,42565.32,63203.328,206692.5,322600.32,538398.72,961971.66,973561.68,5.808726,42.56532,63.203328,206.6925,322.60032,538.39872,961.97166,973.56168,"escape"
"369",369,9,46,"LCOR-523","LC-102 5","5","LC-102","transgenic","small",368.299999,643.128,737.616,975.36,1188.72,1615.44,2316.48,2346.96,1.2,4,5,8,10,12,17,17,530.35199856,10290.048,18440.4,62423.04,118872,232623.36,669462.72,678271.44,0.53035199856,10.290048,18.4404,62.42304,118.872,232.62336,669.46272,678.27144,"LC-102 5"
"370",370,10,46,"LCOR-432","LC-102 4B","4B","LC-102","transgenic","small",596.899999,1024.128,1118.616,1432.56,1722.12,2133.6,2819.4,2819.4,3.2,7,8,12,14,16,20,20,6112.25598976,50182.272,71591.424,206288.64,337535.52,546201.6,1127760,1127760,6.11225598976,50.182272,71.591424,206.28864,337.53552,546.2016,1127.76,1127.76,"LC-102 4B"
"371",371,11,46,"LCOR-025","LC-102 4B","4B","LC-102","transgenic","small",1028.7,1365.504,1481.328,1840.992,2346.96,2926.08,3733.8,3733.8,6.8,11,12,15.5,19,22,27,28,47567.088,165225.984,213311.232,442298.328,847252.56,1416222.72,2721940.2,2927299.2,47.567088,165.225984,213.311232,442.298328,847.25256,1416.22272,2721.9402,2927.2992,"LC-102 4B"
"372",372,13,46,"LCOR-102","LC-102 16-20","16-20","Escape","control","small",774.700001,1319.784,1389.888,1688.592,1981.2,2499.36,3169.92,3169.92,5.2,9,10,14,18,21,25,25,20947.88802704,106902.504,138988.8,330964.032,641908.8,1102217.76,1981200,1981200,20.94788802704,106.902504,138.9888,330.964032,641.9088,1102.21776,1981.2,1981.2,"escape"
"373",373,14,46,"LCOR-155","LC-102 5A","5A","LC-102","transgenic","small",736.600001,1325.88,1435.608,1767.84,2087.88,2590.8,3215.64,3261.36,6.5,11,11,15,17,19,23,23,31121.35004225,160431.48,173708.568,397764,603397.32,935278.8,1701073.56,1725259.44,31.12135004225,160.43148,173.708568,397.764,603.39732,935.2788,1701.07356,1725.25944,"LC-102 5A"
"374",374,15,46,"LCOR-490","LC-102 1C","1C","LC-102","transgenic","small",711.199999,755.904,838.2,1115.568,1371.6,1691.64,2118.36,2133.6,3.2,4,5,8,9,11,13,13,7282.68798976,12094.464,20955,71396.352,111099.6,204688.44,358002.84,360578.4,7.28268798976,12.094464,20.955,71.396352,111.0996,204.68844,358.00284,360.5784,"LC-102 1C"
"375",375,2,47,"LCOR-374","LC-102 5","5","LC-102","transgenic","small",203.200001,707.136,792.48,1127.76,1371.6,1706.88,2331.72,2331.72,0.6,5,8,10,11,12,18,18,73.15200036,17678.4,50718.72,112776,165963.6,245790.72,755477.28,755477.28,0.07315200036,17.6784,50.71872,112.776,165.9636,245.79072,755.47728,755.47728,"LC-102 5"
"376",376,3,47,"LCOR-521","LC-102 5","5","LC-102","transgenic","small",165.100001,603.504,679.704,883.92,1066.8,1310.64,1752.6,1767.84,0.2,4,4,5.5,8,8,11,11,6.60400004,9656.064,10875.264,26738.58,68275.2,83880.96,212064.6,213908.64,0.00660400004,9.656064,10.875264,26.73858,68.2752,83.88096,212.0646,213.90864,"LC-102 5"
"377",377,4,47,"LCOR-232","LC-102 4A","4A","LC-102","transgenic","small",520.699999,1088.136,1185.672,1530.096,1859.28,2316.48,3048,3048,2.6,8,9,12,14.5,16,22,22,3519.93199324,69640.704,96039.432,220333.824,390913.62,593018.88,1475232,1475232,3.51993199324,69.640704,96.039432,220.333824,390.91362,593.01888,1475.232,1475.232,"LC-102 4A"
"378",378,5,47,"LCOR-315","LC-102 16-20","16-20","Escape","control","small",825.499999,1496.568,1630.68,1969.008,2377.44,3200.4,4221.48,4328.16,5.5,11,13,13,25.5,30,38,38,24971.37496975,181084.728,275584.92,332762.352,1545930.36,2880360,6095817.12,6249863.04,24.97137496975,181.084728,275.58492,332.762352,1545.93036,2880.36,6095.81712,6249.86304,"escape"
"379",379,6,47,"LCOR-419","LC-102 8-9D","8-9D","Escape","control","small",647.7,1158.24,1261.872,1615.44,2057.4,2606.04,3276.6,3291.84,3.5,9,9,14,17,20,22,22,7934.325,93817.44,102211.632,316626.24,594588.6,1042416,1585874.4,1593250.56,7.934325,93.81744,102.211632,316.62624,594.5886,1042.416,1585.8744,1593.25056,"escape"
"380",380,7,47,"LCOR-365","LC-102 5","5","LC-102","transgenic","small",647.7,1103.376,1231.392,1481.328,1798.32,2225.04,2804.16,2834.64,3.7,8,8,11,13,15,19,19,8867.013,70616.064,78809.088,179240.688,303916.08,500634,1012301.76,1023305.04,8.867013,70.616064,78.809088,179.240688,303.91608,500.634,1012.30176,1023.30504,"LC-102 5"
"381",381,8,47,"LCOR-480","LC-102 1C","1C","LC-102","transgenic","small",177.799999,713.232,822.96,1097.28,1341.12,1645.92,2407.92,2407.92,0.1,5,6,8.5,10,11,15,15,1.77799999,17830.8,29626.56,79278.48,134112,199156.32,541782,541782,0.00177799999,17.8308,29.62656,79.27848,134.112,199.15632,541.782,541.782,"LC-102 1C"
"382",382,9,47,"LCOR-433","LC-102 4B","4B","LC-102","transgenic","small",571.5,1069.848,1207.008,1542.288,1920.24,2407.92,3215.64,3215.64,3.1,8,9,13,15,18,22.5,22.5,5492.115,68470.272,97767.648,260646.672,432054,780166.08,1627917.75,1627917.75,5.492115,68.470272,97.767648,260.646672,432.054,780.16608,1627.91775,1627.91775,"LC-102 4B"
"383",383,10,47,"LCOR-453","LC-102 2H","2H","LC-102","transgenic","small",495.3,865.632,929.64,1158.24,1341.12,1706.88,2225.04,2225.04,2.2,5,6,9,10,12,16,16,2397.252,21640.8,33467.04,93817.44,134112,245790.72,569610.24,569610.24,2.397252,21.6408,33.46704,93.81744,134.112,245.79072,569.61024,569.61024,"LC-102 2H"
"384",384,11,47,"LCOR-223","LC-102 2H","2H","LC-102","transgenic","small",165.100001,228.6,271.272,472.44,563.88,807.72,1127.76,1158.24,0.1,1,2,2,4.5,5,7,7,1.65100001,228.6,1085.088,1889.76,11418.57,20193,55260.24,56753.76,0.00165100001,0.2286,1.085088,1.88976,11.41857,20.193,55.26024,56.75376,"LC-102 2H"
"385",385,13,47,"LCOR-216","LC-102 2H","2H","LC-102","transgenic","small",546.100001,661.416,707.136,877.824,1082.04,1508.76,2103.12,2103.12,2,4,5,7.5,8,11,13,14,2184.400004,10582.656,17678.4,49377.6,69250.56,182559.96,355427.28,412211.52,2.184400004,10.582656,17.6784,49.3776,69.25056,182.55996,355.42728,412.21152,"LC-102 2H"
"386",386,14,47,"LCOR-159","LC-102 5A","5A","LC-102","transgenic","small",711.199999,1271.016,1368.552,1676.4,2011.68,2529.84,3169.92,3169.92,6,10,12,14.5,16,20,21,22,25603.199964,127101.6,197071.488,352463.1,514990.08,1011936,1397934.72,1534241.28,25.603199964,127.1016,197.071488,352.4631,514.99008,1011.936,1397.93472,1534.24128,"LC-102 5A"
"387",387,15,47,"LCOR-426","LC-102 4B","4B","LC-102","transgenic","small",533.4,719.328,810.768,1066.8,1310.64,1615.44,2194.56,2194.56,3.6,5,7,8.5,10,10,14,14,6912.864,17983.2,39727.632,77076.3,131064,161544,430133.76,430133.76,6.912864,17.9832,39.727632,77.0763,131.064,161.544,430.13376,430.13376,"LC-102 4B"
"388",388,3,48,"LCOR-505","LC-102 16-20","16-20","Escape","control","small",609.6,1246.632,1386.84,1694.688,2133.6,2834.64,3291.84,3474.72,3.1,9,10,15,19,23,31,31,5858.256,100977.192,138684,381304.8,770229.6,1499524.56,3163458.24,3339205.92,5.858256,100.977192,138.684,381.3048,770.2296,1499.52456,3163.45824,3339.20592,"escape"
"389",389,4,48,"LCOR-153","LC-102 7","7","LC-102","transgenic","small",850.900001,1563.624,1746.504,2011.68,2453.64,3002.28,3489.96,3489.96,5.6,12,12,15.5,19,21,24.5,24.5,26684.22403136,225161.856,251496.576,483306.12,885764.04,1324005.48,2094848.49,2094848.49,26.68422403136,225.161856,251.496576,483.30612,885.76404,1324.00548,2094.84849,2094.84849,"LC-102 7"
"390",390,6,48,"LCOR-412","LC-102 8-9D","8-9D","Escape","control","small",723.9,1249.68,1249.68,1645.92,1935.48,2362.2,2895.6,2895.6,3.7,8,10,13,16,18,23,23,9910.191,79979.52,124968,278160.48,495482.88,765352.8,1531772.4,1531772.4,9.910191,79.97952,124.968,278.16048,495.48288,765.3528,1531.7724,1531.7724,"escape"
"391",391,7,48,"LCOR-509","LC-102 16-20","16-20","Escape","control","small",571.5,993.648,1045.464,1292.352,1600.2,2103.12,2804.16,2834.64,3.6,7,7,10,11.5,14,20,20,7406.64,48688.752,51227.736,129235.2,211626.45,412211.52,1121664,1133856,7.40664,48.688752,51.227736,129.2352,211.62645,412.21152,1121.664,1133.856,"escape"
"392",392,8,48,"LCOR-549","LC-102 7","7","LC-102","transgenic","small",711.199999,999.744,1121.664,1408.176,1752.6,2194.56,3032.76,3032.76,3.6,7,7,11,12.5,15,18,18,9217.15198704,48987.456,54961.536,170389.296,273843.75,493776,982614.24,982614.24,9.21715198704,48.987456,54.961536,170.389296,273.84375,493.776,982.61424,982.61424,"LC-102 7"
"393",393,9,48,"LCOR-466","LC-102 13-15B","13-15B","LC-102","transgenic","small",355.600001,460.248,490.728,591.312,746.76,1066.8,1508.76,1508.76,0.8,3,4,4.5,5.5,6,9.5,9.5,227.58400064,4142.232,7851.648,11974.068,22589.49,38404.8,136165.59,136165.59,0.22758400064,4.142232,7.851648,11.974068,22.58949,38.4048,136.16559,136.16559,"LC-102 13-15B"
"394",394,10,48,"LCOR-547","LC-102 7","7","LC-102","transgenic","small",241.300001,323.088,399.288,548.64,670.56,975.36,1264.92,1280.16,0.1,2,3,3,4,5,8,8,2.41300001,1292.352,3593.592,4937.76,10728.96,24384,80954.88,81930.24,0.00241300001,1.292352,3.593592,4.93776,10.72896,24.384,80.95488,81.93024,"LC-102 7"
"395",395,12,48,"LCOR-464","LC-102 13-15B","13-15B","LC-102","transgenic","small",876.3,1249.68,1368.552,1676.4,2072.64,2621.28,3215.64,3215.64,6.4,9,10,13,15,18,21.5,21.5,35893.248,101224.08,136855.2,283311.6,466344,849294.72,1486429.59,1486429.59,35.893248,101.22408,136.8552,283.3116,466.344,849.29472,1486.42959,1486.42959,"LC-102 13-15B"
"396",396,13,48,"LCOR-555","LC-102 7","7","LC-102","transgenic","small",228.6,228.6,298.704,396.24,533.4,838.2,1143,1158.24,0.1,1,2,2.5,4.5,5,7,7,2.286,228.6,1194.816,2476.5,10801.35,20955,56007,56753.76,0.002286,0.2286,1.194816,2.4765,10.80135,20.955,56.007,56.75376,"LC-102 7"
"397",397,14,48,"LCOR-189","LC-102 13-15B","13-15B","LC-102","transgenic","small",863.599999,1136.904,1197.864,1402.08,1676.4,2042.16,2529.84,2529.84,4.9,8,9,11,12,15,18,18,20735.03597599,72761.856,97026.984,169651.68,241401.6,459486,819668.16,819668.16,20.73503597599,72.761856,97.026984,169.65168,241.4016,459.486,819.66816,819.66816,"LC-102 13-15B"
"398",398,15,48,"LCOR-447","LC-102 1","1","LC-102","transgenic","small",482.599999,853.44,954.024,1219.2,1493.52,1767.84,2133.6,2133.6,2.5,6,6,8.5,10,11,13,13,3016.24999375,30723.84,34344.864,88087.2,149352,213908.64,360578.4,360578.4,3.01624999375,30.72384,34.344864,88.0872,149.352,213.90864,360.5784,360.5784,"LC-102 1"
"399",399,3,49,"LCOR-270","LC-102 5C","5C","LC-102","transgenic","small",609.6,1289.304,1438.656,1676.4,1965.96,2270.76,2316.48,2377.44,3.9,10,10,12,14,15,16,17,9272.016,128930.4,143865.6,241401.6,385328.16,510921,593018.88,687080.16,9.272016,128.9304,143.8656,241.4016,385.32816,510.921,593.01888,687.08016,"LC-102 5C"
"400",400,6,49,"LCOR-029","LC-102 5C","5C","LC-102","transgenic","small",571.5,941.832,1091.184,1481.328,1813.56,2346.96,2910.84,2910.84,3,8,9,13,15,16,20,20,5143.5,60277.248,88385.904,250344.432,408051,600821.76,1164336,1164336,5.1435,60.277248,88.385904,250.344432,408.051,600.82176,1164.336,1164.336,"LC-102 5C"
"401",401,7,49,"LCOR-056","LC-102 1","1","LC-102","transgenic","small",190.5,335.28,414.528,640.08,762,990.6,1478.28,1493.52,0.1,2,3,4,5,6,9,10,1.905,1341.12,3730.752,10241.28,19050,35661.6,119740.68,149352,0.001905,1.34112,3.730752,10.24128,19.05,35.6616,119.74068,149.352,"LC-102 1"
"402",402,8,49,"LCOR-578","LC-102 5A","5A","LC-102","transgenic","small",673.099999,963.168,1063.752,1371.6,1676.4,2087.88,2438.4,2529.84,4.2,7,8,11.5,12,14,16,16,11873.48398236,47195.232,68080.128,181394.1,241401.6,409224.48,624230.4,647639.04,11.87348398236,47.195232,68.080128,181.3941,241.4016,409.22448,624.2304,647.63904,"LC-102 5A"
"403",403,9,49,"LCOR-586","LC-102 5A","5A","LC-102","transgenic","small",520.699999,801.624,880.872,1158.24,1478.28,1920.24,2484.12,2499.36,3.2,5,6,9,9,13,16.5,17,5331.96798976,20040.6,31711.392,93817.44,119740.68,324520.56,676301.67,722315.04,5.33196798976,20.0406,31.711392,93.81744,119.74068,324.52056,676.30167,722.31504,"LC-102 5A"
"404",404,10,49,"LCOR-531","LC-102 5","5","LC-102","transgenic","small",431.800001,960.12,1146.048,1371.6,1828.8,2438.4,2956.56,2956.56,2,7,8,11.5,13,18,19,21,1727.200004,47045.88,73347.072,181394.1,309067.2,790041.6,1067318.16,1303842.96,1.727200004,47.04588,73.347072,181.3941,309.0672,790.0416,1067.31816,1303.84296,"LC-102 5"
"405",405,11,49,"LCOR-477","LC-102 1C","1C","LC-102","transgenic","small",152.4,451.104,527.304,749.808,975.36,1310.64,1828.8,1828.8,1.4,3,4,5,6,8,11,11,298.704,4059.936,8436.864,18745.2,35112.96,83880.96,221284.8,221284.8,0.298704,4.059936,8.436864,18.7452,35.11296,83.88096,221.2848,221.2848,"LC-102 1C"
"406",406,12,49,"LCOR-460","LC-102 2H","2H","LC-102","transgenic","small",596.899999,950.976,1042.416,1280.16,1569.72,1981.2,2545.08,2545.08,3.1,7,7,10,11,13,18,18,5736.20899039,46597.824,51078.384,128016,189936.12,334822.8,824605.92,824605.92,5.73620899039,46.597824,51.078384,128.016,189.93612,334.8228,824.60592,824.60592,"LC-102 2H"
"407",407,13,49,"LCOR-615","LC-102 13-15E","13-15E","LC-102","transgenic","small",457.2,582.168,679.704,963.168,1143,1508.76,2087.88,2103.12,2,5,5,8,9,11,15,15,1828.8,14554.2,16992.6,61642.752,92583,182559.96,469773,473202,1.8288,14.5542,16.9926,61.642752,92.583,182.55996,469.773,473.202,"LC-102 13-15E"
"408",408,15,49,"LCOR-456","LC-102 2H","2H","LC-102","transgenic","small",711.199999,1072.896,1207.008,1402.08,1615.44,1996.44,2407.92,2438.4,4.1,7,8,10,11,13,14.5,16,11955.27198319,52571.904,77248.512,140208,195468.24,337398.36,506265.18,624230.4,11.95527198319,52.571904,77.248512,140.208,195.46824,337.39836,506.26518,624.2304,"LC-102 2H"
"409",409,2,50,"LCOR-500","CT717 3","CT3","Control","control","small",482.599999,667.512,734.568,944.88,1203.96,1630.68,2209.8,2225.04,2.7,5,7,8,10,12,17,17,3518.15399271,16687.8,35993.832,60472.32,120396,234817.92,638632.2,643036.56,3.51815399271,16.6878,35.993832,60.47232,120.396,234.81792,638.6322,643.03656,"CT717 3"
"410",410,4,50,"LCOR-375","LC-102 5","5","LC-102","transgenic","small",508.000001,880.872,920.496,1170.432,1402.08,1767.84,2194.56,2194.56,2.6,6,7,9,11,12,15,16,3434.08000676,31711.392,45104.304,94804.992,169651.68,254568.96,493776,561807.36,3.43408000676,31.711392,45.104304,94.804992,169.65168,254.56896,493.776,561.80736,"LC-102 5"
"411",411,5,50,"LCOR-208","CT717 3","CT3","Control","control","small",634.999999,1039.368,1136.904,1402.08,1767.84,2179.32,2606.04,2621.28,3.1,7,8,12,14,15,17.5,18,6102.34999039,50929.032,72761.856,201899.52,346496.64,490347,798099.75,849294.72,6.10234999039,50.929032,72.761856,201.89952,346.49664,490.347,798.09975,849.29472,"CT717 3"
"412",412,6,50,"LCOR-457","LC-102 2H","2H","LC-102","transgenic","small",965.200001,1423.416,1423.416,1572.768,1813.56,2255.52,2545.08,2560.32,6.8,10,11,13,13,15,18,19,44630.84804624,142341.6,172233.336,265797.792,306491.64,507492,824605.92,924275.52,44.63084804624,142.3416,172.233336,265.797792,306.49164,507.492,824.60592,924.27552,"LC-102 2H"
"413",413,7,50,"LCOR-440","LC-102 1","1","LC-102","transgenic","small",431.800001,850.392,975.36,1200.912,1463.04,1844.04,2346.96,2377.44,2.4,6,7,9,10,13,15,16,2487.16800576,30614.112,47792.64,97273.872,146304,311642.76,528066,608624.64,2.48716800576,30.614112,47.79264,97.273872,146.304,311.64276,528.066,608.62464,"LC-102 1"
"414",414,8,50,"LCOR-501","CT717 3","CT3","Control","control","small",609.6,963.168,1109.472,1402.08,1691.64,2103.12,2636.52,2651.76,3.2,6,7,10.5,12,14,17,18,6242.304,34674.048,54364.128,154579.32,243596.16,412211.52,761954.28,859170.24,6.242304,34.674048,54.364128,154.57932,243.59616,412.21152,761.95428,859.17024,"CT717 3"
"415",415,10,50,"LCOR-262","LC-102 4B","4B","LC-102","transgenic","small",355.600001,707.136,713.232,871.728,1127.76,1554.48,2209.8,2209.8,2.5,6,7,8.5,10,11,16,16,2222.50000625,25456.896,34948.368,62982.348,112776,188092.08,565708.8,565708.8,2.22250000625,25.456896,34.948368,62.982348,112.776,188.09208,565.7088,565.7088,"LC-102 4B"
"416",416,11,50,"LCOR-172","LC-102 1C","1C","LC-102","transgenic","small",698.500001,1161.288,1310.64,1633.728,1935.48,2453.64,3139.44,3139.44,4.1,8,9,12.5,14,16,22,22,11741.78501681,74322.432,106161.84,255270,379354.08,628131.84,1519488.96,1519488.96,11.74178501681,74.322432,106.16184,255.27,379.35408,628.13184,1519.48896,1519.48896,"LC-102 1C"
"417",417,12,50,"LCOR-081","LC-102 13-15E","13-15E","LC-102","transgenic","small",330.199999,658.368,752.856,993.648,1188.72,1554.48,2057.4,2057.4,1.4,5,7,8,9,11,16,16,647.19199804,16459.2,36889.944,63593.472,96286.32,188092.08,526694.4,526694.4,0.64719199804,16.4592,36.889944,63.593472,96.28632,188.09208,526.6944,526.6944,"LC-102 13-15E"
"418",418,13,50,"LCOR-210","CT717 3","CT3","Control","control","small",634.999999,838.2,911.352,1158.24,1463.04,1950.72,2606.04,2606.04,3.3,6,7,8.5,11,13,18,19,6915.14998911,30175.2,44656.248,83682.84,177027.84,329671.68,844356.96,940780.44,6.91514998911,30.1752,44.656248,83.68284,177.02784,329.67168,844.35696,940.78044,"CT717 3"
"419",419,14,50,"LCOR-417","LC-102 8-9D","8-9D","Escape","control","small",660.400001,868.68,966.216,1127.76,1341.12,1706.88,2240.28,2240.28,3.2,6,7,8,9,12,15,16,6762.49601024,31272.48,47344.584,72176.64,108630.72,245790.72,504063,573511.68,6.76249601024,31.27248,47.344584,72.17664,108.63072,245.79072,504.063,573.51168,"escape"
"420",420,15,50,"LCOR-390","LC-102 7","7","LC-102","transgenic","small",406.399999,783.336,902.208,1188.72,1493.52,1935.48,2727.96,2727.96,1.4,5,7,10,11.5,14,18.5,18.5,796.54399804,19583.4,44208.192,118872,197518.02,379354.08,933644.31,933644.31,0.79654399804,19.5834,44.208192,118.872,197.51802,379.35408,933.64431,933.64431,"LC-102 7"
"421",421,4,51,"LCOR-219","LC-102 2H","2H","LC-102","transgenic","small",673.099999,1124.712,1124.712,1188.72,1447.8,1722.12,2225.04,2255.52,3.7,6,7,9,10.5,14,15,15,9214.73898631,40489.632,55110.888,96286.32,159619.95,337535.52,500634,507492,9.21473898631,40.489632,55.110888,96.28632,159.61995,337.53552,500.634,507.492,"LC-102 2H"
"422",422,5,51,"LCOR-532","LC-102 5","5","LC-102","transgenic","small",800.1,1478.28,1554.48,1920.24,2316.48,2834.64,3413.76,3413.76,4.7,10,11,15.5,19,22,25,25,17674.209,147828,188092.08,461337.66,836249.28,1371965.76,2133600,2133600,17.674209,147.828,188.09208,461.33766,836.24928,1371.96576,2133.6,2133.6,"LC-102 5"
"423",423,6,51,"LCOR-431","LC-102 4B","4B","LC-102","transgenic","small",457.2,780.288,886.968,1194.816,1539.24,1889.76,2468.88,2499.36,2.8,6,7,9,10.5,13,17,17,3584.448,28090.368,43461.432,96780.096,169701.21,319369.44,713506.32,722315.04,3.584448,28.090368,43.461432,96.780096,169.70121,319.36944,713.50632,722.31504,"LC-102 4B"
"424",424,7,51,"LCOR-479","LC-102 1C","1C","LC-102","transgenic","small",736.600001,1350.264,1514.856,1816.608,2209.8,2804.16,3550.92,3550.92,11.7,11.7,11.7,15,18,20,25,25,100833.17413689,184837.63896,207368.63784,408736.8,715975.2,1121664,2219325,2219325,100.83317413689,184.83763896,207.36863784,408.7368,715.9752,1121.664,2219.325,2219.325,"LC-102 1C"
"425",425,9,51,"LCOR-108","LC-102 16-20","16-20","Escape","control","small",634.999999,1112.52,1502.664,1502.664,1722.12,2164.08,2834.64,2834.64,3.2,8,8,11,13,15,21,21,6502.39998976,71201.28,96170.496,181822.344,291038.28,486918,1250076.24,1250076.24,6.50239998976,71.20128,96.170496,181.822344,291.03828,486.918,1250.07624,1250.07624,"escape"
"426",426,10,51,"LCOR-312","LC-102 16-20","16-20","Escape","control","small",431.800001,624.84,704.088,920.496,1097.28,1539.24,2346.96,2346.96,2.7,5,7,8.5,9,12,22,22,3147.82200729,15621,34500.312,66505.836,88879.68,221650.56,1135928.64,1135928.64,3.14782200729,15.621,34.500312,66.505836,88.87968,221.65056,1135.92864,1135.92864,"escape"
"427",427,11,51,"LCOR-225","LC-102 4A","4A","LC-102","transgenic","small",584.200001,911.352,978.408,1188.72,1463.04,1798.32,2346.96,2346.96,3.8,7,8,10,11,13,18,19,8435.84801444,44656.248,62618.112,118872,177027.84,303916.08,760415.04,847252.56,8.43584801444,44.656248,62.618112,118.872,177.02784,303.91608,760.41504,847.25256,"LC-102 4A"
"428",428,13,51,"LCOR-478","LC-102 1C","1C","LC-102","transgenic","small",304.8,414.528,539.496,713.232,975.36,1371.6,1965.96,1981.2,0.6,3,4,5,11,11,13,13,109.728,3730.752,8631.936,17830.8,118018.56,165963.6,332247.24,334822.8,0.109728,3.730752,8.631936,17.8308,118.01856,165.9636,332.24724,334.8228,"LC-102 1C"
"429",429,14,51,"LCOR-567","LC-102 5C","5C","LC-102","transgenic","small",634.999999,1021.08,1164.336,1402.08,1722.12,2179.32,2712.72,2712.72,3,7,9,10,13,14,16,17,5714.999991,50032.92,94311.216,140208,291038.28,427146.72,694456.32,783976.08,5.714999991,50.03292,94.311216,140.208,291.03828,427.14672,694.45632,783.97608,"LC-102 5C"
"430",430,15,51,"LCOR-413","LC-102 8-9D","8-9D","Escape","control","small",317.500001,585.216,704.088,950.976,1295.4,1737.36,2407.92,2407.92,1.5,6,6,8,10,12,15,15,714.37500225,21067.776,25347.168,60862.464,129540,250179.84,541782,541782,0.71437500225,21.067776,25.347168,60.862464,129.54,250.17984,541.782,541.782,"escape"
"431",431,3,52,"LCOR-389","LC-102 7","7","LC-102","transgenic","small",279.400001,697.992,853.44,1115.568,1356.36,1676.4,2225.04,2255.52,2.1,5,6,9,10,11,16,16,1232.15400441,17449.8,30723.84,90361.008,135636,202844.4,569610.24,577413.12,1.23215400441,17.4498,30.72384,90.361008,135.636,202.8444,569.61024,577.41312,"LC-102 7"
"432",432,4,52,"LCOR-246","LC-102 5A","5A","LC-102","transgenic","small",292.099999,688.848,792.48,1036.32,1310.64,1691.64,2499.36,2499.36,0.6,5,6,8,9,12,16.5,17,105.15599964,17221.2,28529.28,66324.48,106161.84,243596.16,680450.76,722315.04,0.10515599964,17.2212,28.52928,66.32448,106.16184,243.59616,680.45076,722.31504,"LC-102 5A"
"433",433,6,52,"LCOR-430","LC-102 4B","4B","LC-102","transgenic","small",673.099999,688.848,1094.232,1328.928,1676.4,2133.6,2804.16,2804.16,3.8,6,8,10,12,14,18.5,19,9719.56398556,24798.528,70030.848,132892.8,241401.6,418185.6,959723.76,1012301.76,9.71956398556,24.798528,70.030848,132.8928,241.4016,418.1856,959.72376,1012.30176,"LC-102 4B"
"434",434,7,52,"LCOR-465","LC-102 13-15B","13-15B","LC-102","transgenic","small",736.600001,941.832,1014.984,1188.72,1493.52,1920.24,2560.32,2560.32,3.9,6,7,9,10,13,16.5,17,11203.68601521,33905.952,49734.216,96286.32,149352,324520.56,697047.12,739932.48,11.20368601521,33.905952,49.734216,96.28632,149.352,324.52056,697.04712,739.93248,"LC-102 13-15B"
"435",435,9,52,"LCOR-183","LC-102 13-15B","13-15B","LC-102","transgenic","small",292.099999,816.864,871.728,1048.512,1264.92,1645.92,2286,2316.48,0.6,5,6,8,9,12,16,16,105.15599964,20421.6,31382.208,67104.768,102458.52,237012.48,585216,593018.88,0.10515599964,20.4216,31.382208,67.104768,102.45852,237.01248,585.216,593.01888,"LC-102 13-15B"
