row,column,ID,event,event_short,construct,construct2,block,H32,H144,D144,V144,R144,H298,D298,V298,R298,H334,D334,V334,R334,H356,D356,V356,R356,H384,D384,V384,R384,H419,D419,V419,R419,Aug_SPAD
8,47,LCOR-480,LC-102 1C,1C,LC-102,transgenic,small,177.799999,713.232,5,17830.8,142.6464,822.96,6,29626.56,137.16,1097.28,8.5,79278.48,129.0917647,1341.12,10,134112,134.112,1645.92,11,199156.32,149.6290909,2407.92,15,541782,160.528,43.5
9,47,LCOR-433,LC-102 4B,4B,LC-102,transgenic,small,571.5,1069.848,8,68470.272,133.731,1207.008,9,97767.648,134.112,1542.288,13,260646.672,118.6375385,1920.24,15,432054,128.016,2407.92,18,780166.08,133.7733333,3215.64,22.5,1627917.75,142.9173333,40.33333333
10,47,LCOR-453,LC-102 2H,2H,LC-102,transgenic,small,495.3,865.632,5,21640.8,173.1264,929.64,6,33467.04,154.94,1158.24,9,93817.44,128.6933333,1341.12,10,134112,134.112,1706.88,12,245790.72,142.24,2225.04,16,569610.24,139.065,34.2
11,47,LCOR-223,LC-102 2H,2H,LC-102,transgenic,small,165.100001,228.6,1,228.6,228.6,271.272,2,1085.088,135.636,472.44,0.25,29.5275,1889.76,563.88,4.5,11418.57,125.3066667,807.72,5,20193,161.544,1127.76,7,55260.24,161.1085714,35.46666667
13,47,LCOR-216,LC-102 2H,2H,LC-102,transgenic,small,546.100001,661.416,4,10582.656,165.354,707.136,5,17678.4,141.4272,877.824,7.5,49377.6,117.0432,1082.04,8,69250.56,135.255,1508.76,11,182559.96,137.16,2103.12,13,355427.28,161.7784615,35.76666667
14,47,LCOR-159,LC-102 5A,5A,LC-102,transgenic,small,711.199999,1271.016,10,127101.6,127.1016,1368.552,12,197071.488,114.046,1676.4,14.5,352463.1,115.6137931,2011.68,16,514990.08,125.73,2529.84,20,1011936,126.492,3169.92,21,1397934.72,150.9485714,40.9
15,47,LCOR-426,LC-102 4B,4B,LC-102,transgenic,small,533.4,719.328,5,17983.2,143.8656,810.768,7,39727.632,115.824,1066.8,8.5,77076.3,125.5058824,1310.64,10,131064,131.064,1615.44,10,161544,161.544,2194.56,14,430133.76,156.7542857,42
3,48,LCOR-505,LC-102 16-20,16-20,Escape,control,small,609.6,1246.632,9,100977.192,138.5146667,1386.84,10,138684,138.684,1694.688,15,381304.8,112.9792,2133.6,19,770229.6,112.2947368,2834.64,23,1499524.56,123.2452174,3291.84,31,3163458.24,106.1883871,30.53333333
4,48,LCOR-153,LC-102 7,7,LC-102,transgenic,small,850.900001,1563.624,12,225161.856,130.302,1746.504,12,251496.576,145.542,2011.68,15.5,483306.12,129.7858065,2453.64,19,885764.04,129.1389474,3002.28,21,1324005.48,142.9657143,3489.96,24.5,2094848.49,142.4473469,41
6,48,LCOR-412,LC-102 8-9D,8-9D,Escape,control,small,723.9,1249.68,8,79979.52,156.21,1072.896,10,107289.6,107.2896,1645.92,13,278160.48,126.6092308,1935.48,16,495482.88,120.9675,2362.2,18,765352.8,131.2333333,2895.6,23,1531772.4,125.8956522,37.76666667
7,48,LCOR-509,LC-102 16-20,16-20,Escape,control,small,571.5,993.648,7,48688.752,141.9497143,1045.464,7,51227.736,149.352,1292.352,10,129235.2,129.2352,1600.2,11.5,211626.45,139.1478261,2103.12,14,412211.52,150.2228571,2804.16,20,1121664,140.208,36.06666667
8,48,LCOR-549,LC-102 7,7,LC-102,transgenic,small,711.199999,999.744,7,48987.456,142.8205714,1121.664,7,54961.536,160.2377143,1408.176,11,170389.296,128.016,1752.6,12.5,273843.75,140.208,2194.56,15,493776,146.304,3032.76,18,982614.24,168.4866667,39.96666667
9,48,LCOR-466,LC-102 13-15B,13-15B,LC-102,transgenic,small,355.600001,460.248,3,4142.232,153.416,490.728,4,7851.648,122.682,591.312,4.5,11974.068,131.4026667,746.76,5.5,22589.49,135.7745455,1066.8,6,38404.8,177.8,1508.76,9.5,136165.59,158.8168421,40.13333333
10,48,LCOR-547,LC-102 7,7,LC-102,transgenic,small,241.300001,323.088,2,1292.352,161.544,399.288,3,3593.592,133.096,548.64,3,4937.76,182.88,670.56,4,10728.96,167.64,975.36,5,24384,195.072,1264.92,8,80954.88,158.115,36.1
12,48,LCOR-464,LC-102 13-15B,13-15B,LC-102,transgenic,small,876.3,1249.68,9,101224.08,138.8533333,1368.552,10,136855.2,136.8552,1676.4,13,283311.6,128.9538462,2072.64,15,466344,138.176,2621.28,18,849294.72,145.6266667,3215.64,21.5,1486429.59,149.5646512,37.9
13,48,LCOR-555,LC-102 7,7,LC-102,transgenic,small,228.6,24.0792,1,24.0792,24.0792,298.704,2,1194.816,149.352,396.24,2.5,2476.5,158.496,533.4,4.5,10801.35,118.5333333,838.2,5,20955,167.64,1143,7,56007,163.2857143,40.13333333
14,48,LCOR-189,LC-102 13-15B,13-15B,LC-102,transgenic,small,863.599999,1136.904,8,72761.856,142.113,1197.864,9,97026.984,133.096,1402.08,11,169651.68,127.4618182,1676.4,12,241401.6,139.7,2042.16,15,459486,136.144,2529.84,18,819668.16,140.5466667,45.5
15,48,LCOR-447,LC-102 1,1,LC-102,transgenic,small,482.599999,853.44,6,30723.84,142.24,954.024,6,34344.864,159.004,1219.2,8.5,88087.2,143.4352941,1493.52,10,149352,149.352,1767.84,11,213908.64,160.7127273,2133.6,13,360578.4,164.1230769,36.5
3,49,LCOR-270,LC-102 5C,5C,LC-102,transgenic,small,609.6,1289.304,10,128930.4,128.9304,1438.656,10,143865.6,143.8656,1676.4,12,241401.6,139.7,1965.96,14,385328.16,140.4257143,2270.76,15,510921,151.384,2316.48,16,593018.88,144.78,43
6,49,LCOR-029,LC-102 5C,5C,LC-102,transgenic,small,571.5,941.832,8,60277.248,117.729,1091.184,9,88385.904,121.2426667,1481.328,13,250344.432,113.9483077,1813.56,15,408051,120.904,2346.96,16,600821.76,146.685,2910.84,20,1164336,145.542,40.86666667
7,49,LCOR-056,LC-102 1,1,LC-102,transgenic,small,190.5,335.28,2,1341.12,167.64,414.528,3,3730.752,138.176,640.08,4,10241.28,160.02,762,5,19050,152.4,990.6,6,35661.6,165.1,1478.28,9,119740.68,164.2533333,51.1
8,49,LCOR-578,LC-102 5A,5A,LC-102,transgenic,small,673.099999,963.168,7,47195.232,137.5954286,1063.752,8,68080.128,132.969,1371.6,11.5,181394.1,119.2695652,1676.4,12,241401.6,139.7,2087.88,14,409224.48,149.1342857,2438.4,16,624230.4,152.4,39.46666667
9,49,LCOR-586,LC-102 5A,5A,LC-102,transgenic,small,520.699999,801.624,5,20040.6,160.3248,880.872,6,31711.392,146.812,1158.24,9,93817.44,128.6933333,1478.28,9,119740.68,164.2533333,1920.24,13,324520.56,147.7107692,2484.12,16.5,676301.67,150.5527273,42.43333333
10,49,LCOR-531,LC-102 5,5,LC-102,transgenic,small,431.800001,960.12,7,47045.88,137.16,1146.048,8,73347.072,143.256,1371.6,11.5,181394.1,119.2695652,1828.8,13,309067.2,140.6769231,2438.4,18,790041.6,135.4666667,2956.56,19,1067318.16,155.6084211,33.93333333
11,49,LCOR-477,LC-102 1C,1C,LC-102,transgenic,small,152.4,451.104,3,4059.936,150.368,527.304,4,8436.864,131.826,749.808,5,18745.2,149.9616,975.36,6,35112.96,162.56,1310.64,8,83880.96,163.83,1828.8,11,221284.8,166.2545455,42.56666667
12,49,LCOR-460,LC-102 2H,2H,LC-102,transgenic,small,596.899999,950.976,7,46597.824,135.8537143,1042.416,7,51078.384,148.9165714,1280.16,10,128016,128.016,1569.72,11,189936.12,142.7018182,1981.2,13,334822.8,152.4,2545.08,18,824605.92,141.3933333,38.56666667
13,49,LCOR-615,LC-102 13-15E,13-15E,LC-102,transgenic,small,457.2,582.168,5,14554.2,116.4336,679.704,5,16992.6,135.9408,963.168,8,61642.752,120.396,1143,9,92583,127,1508.76,11,182559.96,137.16,2087.88,15,469773,139.192,32.4
15,49,LCOR-456,LC-102 2H,2H,LC-102,transgenic,small,711.199999,1072.896,7,52571.904,153.2708571,1207.008,8,77248.512,150.876,1402.08,10,140208,140.208,1615.44,11,195468.24,146.8581818,1996.44,13,337398.36,153.5723077,2407.92,14.5,506265.18,166.0634483,40.2
2,50,LCOR-500,CT717 3,CT3,Control,control,small,482.599999,667.512,5,16687.8,133.5024,734.568,7,35993.832,104.9382857,944.88,8,60472.32,118.11,1203.96,10,120396,120.396,1630.68,12,234817.92,135.89,2209.8,17,638632.2,129.9882353,43.6
4,50,LCOR-375,LC-102 5,5,LC-102,transgenic,small,508.000001,880.872,6,31711.392,146.812,920.496,7,45104.304,131.4994286,1170.432,9,94804.992,130.048,1402.08,11,169651.68,127.4618182,1767.84,12,254568.96,147.32,2194.56,15,493776,146.304,45.9
5,50,LCOR-208,CT717 3,CT3,Control,control,small,634.999999,1039.368,7,50929.032,148.4811429,1136.904,8,72761.856,142.113,1402.08,12,201899.52,116.84,1767.84,14,346496.64,126.2742857,2179.32,15,490347,145.288,2606.04,17.5,798099.75,148.9165714,34.83333333
6,50,LCOR-457,LC-102 2H,2H,LC-102,transgenic,small,965.200001,1423.416,10,142341.6,142.3416,1417.32,11,171495.72,128.8472727,1572.768,13,265797.792,120.9821538,1813.56,13,306491.64,139.5046154,2255.52,15,507492,150.368,2545.08,18,824605.92,141.3933333,43.4
7,50,LCOR-440,LC-102 1,1,LC-102,transgenic,small,431.800001,850.392,6,30614.112,141.732,975.36,7,47792.64,139.3371429,1200.912,9,97273.872,133.4346667,1463.04,10,146304,146.304,1844.04,13,311642.76,141.8492308,2346.96,15,528066,156.464,49.7
8,50,LCOR-501,CT717 3,CT3,Control,control,small,609.6,963.168,6,34674.048,160.528,1109.472,7,54364.128,158.496,1402.08,10.5,154579.32,133.5314286,1691.64,12,243596.16,140.97,2103.12,14,412211.52,150.2228571,2636.52,17,761954.28,155.0894118,48
10,50,LCOR-262,LC-102 4B,4B,LC-102,transgenic,small,355.600001,707.136,6,25456.896,117.856,713.232,7,34948.368,101.8902857,871.728,8.5,62982.348,102.5562353,1127.76,10,112776,112.776,1554.48,11,188092.08,141.3163636,2209.8,16,565708.8,138.1125,50.16666667
11,50,LCOR-172,LC-102 1C,1C,LC-102,transgenic,small,698.500001,1161.288,8,74322.432,145.161,1310.64,9,106161.84,145.6266667,1633.728,12.5,255270,130.69824,1935.48,14,379354.08,138.2485714,2453.64,16,628131.84,153.3525,3139.44,22,1519488.96,142.7018182,42.26666667
12,50,LCOR-081,LC-102 13-15E,13-15E,LC-102,transgenic,small,330.199999,658.368,5,16459.2,131.6736,752.856,7,36889.944,107.5508571,993.648,8,63593.472,124.206,1188.72,9,96286.32,132.08,1554.48,11,188092.08,141.3163636,2057.4,16,526694.4,128.5875,46.43333333
13,50,LCOR-210,CT717 3,CT3,Control,control,small,634.999999,838.2,6,30175.2,139.7,911.352,7,44656.248,130.1931429,1158.24,8.5,83682.84,136.2635294,1463.04,11,177027.84,133.0036364,1950.72,13,329671.68,150.0553846,2606.04,18,844356.96,144.78,35.76666667
14,50,LCOR-417,LC-102 8-9D,8-9D,Escape,control,small,660.400001,868.68,6,31272.48,144.78,966.216,7,47344.584,138.0308571,1127.76,8,72176.64,140.97,1341.12,9,108630.72,149.0133333,1706.88,12,245790.72,142.24,2240.28,15,504063,149.352,48.1
15,50,LCOR-390,LC-102 7,7,LC-102,transgenic,small,406.399999,783.336,5,19583.4,156.6672,902.208,7,44208.192,128.8868571,1188.72,10,118872,118.872,1493.52,11.5,197518.02,129.8713043,1935.48,14,379354.08,138.2485714,2727.96,18.5,933644.31,147.4572973,45.06666667
4,51,LCOR-219,LC-102 2H,2H,LC-102,transgenic,small,673.099999,1124.712,6,40489.632,187.452,1011.936,7,49584.864,144.5622857,1188.72,9,96286.32,132.08,1447.8,10.5,159619.95,137.8857143,1722.12,14,337535.52,123.0085714,2225.04,15,500634,148.336,38.06666667
5,51,LCOR-532,LC-102 5,5,LC-102,transgenic,small,800.1,1478.28,10,147828,147.828,1554.48,11,188092.08,141.3163636,1920.24,15.5,461337.66,123.8864516,2316.48,19,836249.28,121.92,2834.64,22,1371965.76,128.8472727,3413.76,25,2133600,136.5504,38.26666667
6,51,LCOR-431,LC-102 4B,4B,LC-102,transgenic,small,457.2,780.288,6,28090.368,130.048,886.968,7,43461.432,126.7097143,1194.816,9,96780.096,132.7573333,1539.24,10.5,169701.21,146.5942857,1889.76,13,319369.44,145.3661538,2468.88,17,713506.32,145.2282353,46.26666667
7,51,LCOR-479,LC-102 1C,1C,LC-102,transgenic,small,736.600001,1350.264,9,109371.384,150.0293333,1514.856,10,151485.6,151.4856,1816.608,15,408736.8,121.1072,2209.8,18,715975.2,122.7666667,2804.16,20,1121664,140.208,3550.92,25,2219325,142.0368,37
9,51,LCOR-108,LC-102 16-20,16-20,Escape,control,small,634.999999,1112.52,8,71201.28,139.065,1502.664,8,96170.496,187.833,1426.464,11,172602.144,129.6785455,1722.12,13,291038.28,132.4707692,2164.08,15,486918,144.272,2834.64,21,1250076.24,134.9828571,43.3
10,51,LCOR-312,LC-102 16-20,16-20,Escape,control,small,431.800001,624.84,5,15621,124.968,704.088,7,34500.312,100.584,920.496,8.5,66505.836,108.2936471,1097.28,9,88879.68,121.92,1539.24,12,221650.56,128.27,2346.96,22,1135928.64,106.68,35.93333333
11,51,LCOR-225,LC-102 4A,4A,LC-102,transgenic,small,584.200001,911.352,7,44656.248,130.1931429,978.408,8,62618.112,122.301,1188.72,10,118872,118.872,1463.04,11,177027.84,133.0036364,1798.32,13,303916.08,138.3323077,2346.96,18,760415.04,130.3866667,43.73333333
13,51,LCOR-478,LC-102 1C,1C,LC-102,transgenic,small,304.8,414.528,3,3730.752,138.176,539.496,4,8631.936,134.874,713.232,5,17830.8,142.6464,975.36,11,118018.56,88.66909091,1371.6,8,87782.4,171.45,1965.96,13,332247.24,151.2276923,48.2
14,51,LCOR-567,LC-102 5C,5C,LC-102,transgenic,small,634.999999,1021.08,7,50032.92,145.8685714,1164.336,9,94311.216,129.3706667,1402.08,10,140208,140.208,1722.12,13,291038.28,132.4707692,2179.32,14,427146.72,155.6657143,2712.72,16,694456.32,169.545,39.8
15,51,LCOR-413,LC-102 8-9D,8-9D,Escape,control,small,317.500001,585.216,6,21067.776,97.536,704.088,5,17602.2,140.8176,950.976,8,60862.464,118.872,1295.4,10,129540,129.54,1737.36,12,250179.84,144.78,2407.92,15,541782,160.528,38.16666667
3,52,LCOR-389,LC-102 7,7,LC-102,transgenic,small,279.400001,697.992,5,17449.8,139.5984,853.44,6,30723.84,142.24,1115.568,9,90361.008,123.952,1356.36,10,135636,135.636,1676.4,11,202844.4,152.4,2225.04,16,569610.24,139.065,42.46666667
4,52,LCOR-246,LC-102 5A,5A,LC-102,transgenic,small,292.099999,688.848,5,17221.2,137.7696,792.48,6,28529.28,132.08,1036.32,8,66324.48,129.54,1310.64,9,106161.84,145.6266667,1691.64,12,243596.16,140.97,2499.36,16.5,680450.76,151.4763636,47.76666667
6,52,LCOR-430,LC-102 4B,4B,LC-102,transgenic,small,673.099999,688.848,6,24798.528,114.808,1094.232,8,70030.848,136.779,1328.928,10,132892.8,132.8928,1676.4,12,241401.6,139.7,2133.6,14,418185.6,152.4,2804.16,18.5,959723.76,151.5762162,39.96666667
7,52,LCOR-465,LC-102 13-15B,13-15B,LC-102,transgenic,small,736.600001,941.832,6,33905.952,156.972,1014.984,7,49734.216,144.9977143,1188.72,9,96286.32,132.08,1493.52,10,149352,149.352,1920.24,13,324520.56,147.7107692,2560.32,16.5,697047.12,155.1709091,43.8
9,52,LCOR-183,LC-102 13-15B,13-15B,LC-102,transgenic,small,292.099999,816.864,5,20421.6,163.3728,871.728,6,31382.208,145.288,1048.512,8,67104.768,131.064,1264.92,9,102458.52,140.5466667,1645.92,12,237012.48,137.16,2286,16,585216,142.875,44.93333333
12,52,LCOR-215,LC-102 2H,2H,LC-102,transgenic,small,584.200001,1057.656,8,67689.984,132.207,1164.336,9,94311.216,129.3706667,1420.368,11.5,187843.668,123.5102609,1676.4,13,283311.6,128.9538462,2103.12,15,473202,140.208,2804.16,19.5,1066281.84,143.8030769,46.2
13,52,LCOR-187,LC-102 13-15B,13-15B,LC-102,transgenic,small,711.199999,1063.752,8,68080.128,132.969,1243.584,9,100730.304,138.176,1572.768,13,265797.792,120.9821538,1996.44,15,449199,133.096,2560.32,18,829543.68,142.24,3200.4,22,1548993.6,145.4727273,38.5
15,52,LCOR-576,LC-102 5A,5A,LC-102,transgenic,small,381,719.328,5,17983.2,143.8656,807.72,6,29077.92,134.62,1011.936,9,81966.816,112.4373333,1325.88,10,132588,132.588,1767.84,13,298764.96,135.9876923,2362.2,16,604723.2,147.6375,40.43333333
3,53,LCOR-288,LC-102 8-9D,8-9D,Escape,control,small,723.9,1252.728,9,101470.968,139.192,1356.36,10,135636,135.636,1731.264,15,389534.4,115.4176,2103.12,18,681410.88,116.84,2529.84,20,1011936,126.492,2880.36,22,1394094.24,130.9254545,31.6
4,53,LCOR-407,LC-102 8-9D,8-9D,Escape,control,small,571.5,798.576,5,19964.4,159.7152,1170.432,6,42135.552,195.072,1051.56,9,85176.36,116.84,1280.16,10,128016,128.016,1569.72,12,226039.68,130.81,2072.64,15,466344,138.176,38.66666667
5,53,LCOR-580,LC-102 5A,5A,LC-102,transgenic,small,698.500001,950.976,6,34235.136,158.496,1039.368,8,66519.552,129.921,1249.68,10,124968,124.968,1478.28,10,147828,147.828,1828.8,12,263347.2,152.4,2240.28,14.5,471018.87,154.502069,42.66666667
6,53,LCOR-566,LC-102 5C,5C,LC-102,transgenic,small,762,1143,7,56007,163.2857143,1240.536,8,79394.304,155.067,1524,11.5,201549,132.5217391,1813.56,12.5,283368.75,145.0848,2164.08,14,424159.68,154.5771429,2529.84,17,731123.76,148.8141176,35.76666667
7,53,LCOR-097,LC-102 8-9D,8-9D,Escape,control,small,482.599999,789.432,5,19735.8,157.8864,908.304,6,32698.944,151.384,1112.52,9,90114.12,123.6133333,1402.08,10,140208,140.208,1767.84,11,213908.64,160.7127273,2255.52,14,442081.92,161.1085714,41.8
10,53,LCOR-451,LC-102 2H,2H,LC-102,transgenic,small,533.4,1197.864,8,76663.296,149.733,1283.208,9,103939.848,142.5786667,1618.488,13.5,294969.438,119.888,1905,15,428625,127,2301.24,16,589117.44,143.8275,2606.04,18,844356.96,144.78,34.03333333
13,53,LCOR-050,LC-102 1,1,LC-102,transgenic,small,342.9,734.568,5,18364.2,146.9136,795.528,7,38980.872,113.6468571,1005.84,9,81473.04,111.76,1234.44,9,99989.64,137.16,1356.36,10,135636,135.636,2011.68,12,289681.92,167.64,37.86666667
14,53,LCOR-444,LC-102 1,1,LC-102,transgenic,small,482.599999,996.696,7,48838.104,142.3851429,1097.28,8,70225.92,137.16,1344.168,10,134416.8,134.4168,1554.48,11,188092.08,141.3163636,1767.84,12,254568.96,147.32,2087.88,14,409224.48,149.1342857,47.4
3,54,LCOR-038,LC-102 5C,5C,LC-102,transgenic,small,355.600001,783.336,8,50133.504,97.917,877.824,7,43013.376,125.4034286,1097.28,8.5,79278.48,129.0917647,1356.36,10,135636,135.636,1676.4,12,241401.6,139.7,2255.52,17.5,690753,128.8868571,45.36666667
