Obs#,Time,Date,configName,configAuthor,ID,,,,Fv/Fm,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
48,5:24:09 AM,8/29/23,Night sampling,CH,LCOR-544,,,,0.806536,0.035949,2.918582,0.035512,0.186915,1.605731,1.60046,2.129566,0.523835,15.785067,15.837056,21.003551,0.441786,PSF-00508_20230829052409,82.077026,424.25,0,0,0,0.5,0.8,0.000112,71.11,70.87,19.38,18.44,101.39,156.3,156.5,-0.1,0,4.004,59,-26,287,,,,,,,,0.517349537,45167,44.588818,-123.198967,62.299999,15,0.76,0.219340278,45167,-0.13,-0.002,-0.002,0.003,0.02,0.003,-0.071,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.509965,2.526849,1.653812,0.936136,0.341581,-0.010486,0.499036,0.1074,82.077026,0.000232,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829052409,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
49,5:24:21 AM,8/29/23,Night sampling,CH,LCOR-544,,,,0.790952,0.107848,2.918321,0.104005,0.431744,1.626683,1.614507,2.039963,0.41328,15.923692,16.043781,20.119913,0.441786,PSF-00508_20230829052421,86.014153,411.45694,0,0,0,0.5,0.8,-0.000285,72.05,71.51,19.38,17.76,101.39,156.3,156.3,0,0,3.999,37,1,285,,,,,,,,0.517384259,45167,44.588703,-123.198921,63.5,16,0.75,0.219340278,45167,-0.13,-0.01,-0.028,-0.049,0.864,2.069,1.104,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.510816,2.528133,1.653545,0.935713,0.341619,-0.018042,0.499993,0.107399,86.014153,0.000231,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829052421,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
50,5:26:44 AM,8/29/23,Night sampling,CH,LCOR-014,,,,0.841561,0.139254,2.92068,0.132917,0.636536,1.620955,1.603036,2.097607,0.476653,15.810553,15.987285,20.688452,0.441786,PSF-00508_20230829052644,69.157722,436.49411,0,0,0,0.5,0.8,0.024315,71.77,70.98,19.38,18.2,101.39,156.6,156.2,0.3,0,3.999,52,-22,291,,,,,,,,0.519143519,45167,44.588696,-123.198936,63.700001,15,0.8,0.226782407,45167,-0.09,-0.006,-0.023,-0.047,-0.133,0.085,0.111,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.5101,2.52769,1.65597,0.935304,0.341541,-0.013199,0.511446,0.107462,69.157722,0.000234,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829052644,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
51,5:27:05 AM,8/29/23,Night sampling,CH,LCOR-014,,,,0.849339,0.152879,2.91891,0.145271,0.678933,1.624118,1.604981,2.089261,0.465143,15.830906,16.019667,20.607655,0.441786,PSF-00508_20230829052705,51.485897,341.733459,0,0,0,0.5,0.8,-0.000165,71.88,71.03,19.39,18.14,101.38,156.4,155.3,0.7,0,3.995,64,-66,242,,,,,,,,0.519375,45167,44.58868,-123.198929,63.400002,15,0.78,0.226782407,45167,-0.09,-0.005,-0.014,-0.026,0.096,0.236,0.07,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.510175,2.52784,1.654149,0.933021,0.341452,-0.013977,0.513034,0.1074,51.485897,0.000237,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829052705,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
52,5:30:56 AM,8/29/23,Night sampling,CH,LCOR-091,,,,0.827686,-0.00893,2.920509,-0.008958,-0.052081,1.586055,1.587522,2.164608,0.578554,15.658772,15.644304,21.35096,0.441786,PSF-00508_20230829053056,75.919029,440.584656,0,0,0,0.5,0.8,-0.002362,70.56,70.62,19.31,18.7,101.38,156.6,156.8,-0.2,0,3.991,49,0,4,,,,,,,,0.522060185,45167,44.588795,-123.198936,64,14,0.87,0.226782407,45167,-0.09,-0.003,0.002,0.011,0.142,0.236,-0.153,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.509645,2.526054,1.655794,0.936883,0.342587,-0.006754,0.531079,0.107394,75.919029,0.000231,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829053056,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
53,5:32:56 AM,8/29/23,Night sampling,CH,LCOR-269,,,,0.815239,0.081209,2.919827,0.079011,0.423873,1.588726,1.576782,2.122713,0.533986,15.551228,15.669031,20.935545,0.441786,PSF-00508_20230829053256,78.415634,424.416656,0,0,0,0.5,0.8,0.000655,71.03,70.5,19.23,18.39,101.39,156.5,156.3,0.1,0,3.989,40,-19,13,,,,,,,,0.523425926,45167,44.588745,-123.198883,63,13,0.85,0.226782407,45167,-0.09,-0.001,-0.006,-0.017,0.01,-0.117,-0.377,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.509497,2.526721,1.655092,0.935734,0.343698,-0.009324,0.540064,0.107402,78.415634,0.000235,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829053256,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
54,5:34:59 AM,8/29/23,Night sampling,CH,LCOR-507,,,,0.816312,0.008909,2.920125,0.008882,0.047476,1.583987,1.58265,2.116054,0.532067,15.609218,15.62241,20.870031,0.441786,PSF-00508_20230829053459,83.153847,452.689636,0,0,0,0.5,0.8,0.163065,71.21,71.15,19.14,18.34,101.39,156.5,156.6,-0.1,0,3.984,66,22,1,,,,,,,,0.524872685,45167,44.588715,-123.198898,62.799999,15,0.77,0.226782407,45167,-0.09,0,-0.005,-0.019,-0.083,-0.111,-0.105,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.51039,2.526982,1.655399,0.936427,0.344911,-0.008894,0.549222,0.10783,82.587723,0.000232,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829053459,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
55,5:36:53 AM,8/29/23,Night sampling,CH,LCOR-562,,,,0.791154,0.000212,2.919671,0.000212,0.001216,1.579283,1.579249,2.151226,0.571943,15.575595,15.575933,21.216816,0.441786,PSF-00508_20230829053653,87.543015,419.175629,0,0,0,0.5,0.8,0.00011,71.26,71.26,19.08,18.6,101.39,156.5,156.6,-0.1,0,3.981,30,2,304,,,,,,,,0.52619213,45167,44.588673,-123.198814,64.800003,17,0.69,0.226782407,45167,-0.09,0.002,0.005,0.008,-0.27,-0.307,-0.182,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.510551,2.527066,1.654931,0.936364,0.345733,-0.005294,0.557702,0.1074,87.543015,0.000232,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829053653,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
56,5:39:43 AM,8/29/23,Night sampling,CH,LCOR-271,,,,0.806969,0.000826,2.918975,0.000826,0.004106,1.593886,1.59377,2.088686,0.4948,15.71924,15.720383,20.600561,0.441786,PSF-00508_20230829053943,91.81559,475.651489,0,0,0,0.5,0.8,0.005074,72.17,72.17,19.02,18.13,101.39,156.4,156.6,-0.2,0,3.979,32,0,310,,,,,,,,0.528148148,45167,44.588863,-123.198845,65.900002,16,0.73,0.235775463,45167,-0.03,-0.004,-0.009,-0.008,-0.323,-0.258,0.218,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.511783,2.528257,1.654216,0.936488,0.346521,-0.009894,0.570312,0.107414,91.69471,0.000229,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829053943,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
57,5:41:42 AM,8/29/23,Night sampling,CH,LCOR-072,,,,0.811004,0.164663,2.920698,0.155875,0.662503,1.589379,1.570723,2.012665,0.423286,15.491471,15.675468,19.850182,0.441786,PSF-00508_20230829054142,75.530289,399.640564,0,0,0,0.5,0.8,0.00146,72.18,71.34,18.98,17.54,101.39,156.6,156.5,0,0,3.976,41,-26,327,,,,,,,,0.529525463,45167,44.58894,-123.198853,68,17,0.64,0.235775463,45167,-0.03,-0.014,-0.034,-0.113,0.379,0.146,-0.119,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.510683,2.528284,1.655989,0.936191,0.347189,-0.015873,0.578985,0.107404,75.530289,0.000236,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829054142,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
58,5:43:27 AM,8/29/23,Night sampling,CH,LCOR-247,,,,0.805652,0.089807,2.920559,0.087128,0.360634,1.599122,1.588966,2.011354,0.412233,15.670426,15.770586,19.836035,0.441786,PSF-00508_20230829054327,81.053856,417.054901,0,0,0,0.5,0.8,0.00212,72.99,72.52,18.9,17.53,101.4,156.6,156.4,0.1,0,3.974,51,-14,345,,,,,,,,0.530729167,45167,44.588917,-123.19883,67.199997,17,0.64,0.235775463,45167,-0.03,-0.012,-0.031,-0.071,0.035,-0.295,-0.282,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.512294,2.529401,1.655846,0.935836,0.348307,-0.015088,0.586245,0.107406,81.053856,0.000237,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829054327,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
59,5:45:12 AM,8/29/23,Night sampling,CH,LCOR-079,,,,0.827419,0.01096,2.920097,0.010919,0.053122,1.571927,1.57043,2.056474,0.484548,15.486555,15.501319,20.279613,0.441786,PSF-00508_20230829054512,75.351479,436.616058,0,0,0,0.5,0.8,0.000252,71.98,71.91,18.84,17.89,101.41,156.5,156.6,0,0,3.97,29,-6,337,,,,,,,,0.531956019,45167,44.588974,-123.198776,68,16,0.65,0.235775463,45167,-0.03,-0.001,-0.008,-0.022,0.05,-0.255,-0.35,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.511489,2.528042,1.655369,0.936309,0.34904,-0.010608,0.593622,0.107401,75.351479,0.000236,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829054512,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
60,5:46:43 AM,8/29/23,Night sampling,CH,LCOR-058,,,,0.826895,0.024713,2.919845,0.024506,0.114329,1.58124,1.578018,2.045851,0.46461,15.562193,15.593969,20.175892,0.441786,PSF-00508_20230829054643,76.779129,443.541168,0,0,0,0.5,0.8,0.053166,72.55,72.4,18.81,17.8,101.4,156.5,156.7,-0.1,0,3.968,36,-28,305,,,,,,,,0.533009259,45167,44.588898,-123.198616,65,16,0.65,0.235775463,45167,-0.03,0,-0.003,-0.013,-0.053,0.663,0.642,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.51215,2.528823,1.65511,0.936628,0.349478,-0.01117,0.600071,0.107538,76.779129,0.000232,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829054643,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
61,5:49:02 AM,8/29/23,Night sampling,CH,LCOR-209,,,,0.765056,0.007355,2.919475,0.007337,0.034975,1.578682,1.577696,2.053401,0.474719,15.558712,15.568436,20.24996,0.441786,PSF-00508_20230829054902,78.551529,334.341644,0,0,0,0.5,0.8,0.192754,72.62,72.57,18.77,17.86,101.4,156.4,156.8,-0.2,1,3.966,47,-13,257,,,,,,,,0.534606481,45167,44.588875,-123.198555,65.400002,15,0.69,0.235775463,45167,-0.03,0,-0.003,-0.004,0.157,-0.227,-0.091,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.512391,2.528929,1.65473,0.936884,0.35006,-0.010056,0.609131,0.107942,78.551529,0.000232,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829054902,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
62,5:51:03 AM,8/29/23,Night sampling,CH,LCOR-503,,,,0.811787,0.000343,2.918432,0.000343,0.001653,1.584069,1.584022,2.064229,0.48016,15.619861,15.620321,20.355127,0.441786,PSF-00508_20230829055103,80.394028,427.143585,0,0,0,0.5,0.8,0.002541,72.92,72.92,18.76,17.95,101.41,156.3,156.6,-0.2,0,3.964,30,-10,322,,,,,,,,0.536030093,45167,44.588795,-123.198425,61.599998,16,0.65,0.243668981,45167,-0.07,-0.001,-0.003,-0.006,-0.194,0.101,0.008,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.51286,2.529389,1.653658,0.936371,0.350237,-0.008989,0.617914,0.107407,80.394028,0.000232,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829055103,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
63,5:52:51 AM,8/29/23,Night sampling,CH,LCOR-322,,,,0.827336,-0.023984,2.919317,-0.024183,-0.114997,1.568281,1.571524,2.041921,0.473641,15.497191,15.465212,20.135902,0.441786,PSF-00508_20230829055251,80.811737,468.028656,0,0,0,0.5,0.8,0.006853,72.25,72.4,18.75,17.77,101.41,156.4,156.9,-0.3,0,3.96,43,-21,277,,,,,,,,0.537268519,45167,44.588737,-123.19767,64.199997,16,0.65,0.243668981,45167,-0.07,-0.004,-0.014,-0.007,-0.181,0.202,0.154,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.512157,2.528467,1.654567,0.937101,0.350387,-0.010781,0.625217,0.107418,80.811737,0.000236,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829055251,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
64,5:56:06 AM,8/29/23,Night sampling,CH,LCOR-159,,,,0.824757,0.143213,2.919815,0.136517,0.563265,1.587108,1.571233,1.998121,0.411013,15.494055,15.650604,19.703634,0.441786,PSF-00508_20230829055606,76.434731,436.1633,0,0,0,0.5,0.8,0.005872,73.59,72.85,18.64,17.43,101.41,156.5,156,0.3,0,3.955,36,-2,323,,,,,,,,0.539537037,45167,44.588943,-123.197678,65.900002,17,0.63,0.243668981,45167,-0.07,-0.007,-0.023,-0.047,0.053,0.13,0.216,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.512793,2.530319,1.655079,0.934762,0.351848,-0.013419,0.637622,0.107415,76.434731,0.00023,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829055606,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
65,5:58:13 AM,8/29/23,Night sampling,CH,LCOR-232,,,,0.811612,0.084145,2.919453,0.081788,0.361032,1.574183,1.564003,2.013887,0.439705,15.423488,15.523871,19.860037,0.441786,PSF-00508_20230829055813,78.561188,417.018066,0,0,0,0.5,0.8,0.118688,73.29,72.81,18.58,17.55,101.4,156.4,155.8,0.4,0,3.953,42,20,339,,,,,,,,0.541006944,45167,44.588913,-123.197617,65.599998,17,0.63,0.243668981,45167,-0.07,-0.005,-0.012,-0.026,-0.326,-0.236,-0.423,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.512756,2.529924,1.654707,0.934448,0.352769,-0.011315,0.645887,0.107715,78.561188,0.000226,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829055813,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
66,6:00:37 AM,8/29/23,Night sampling,CH,LCOR-412,,,,0.789449,0.033295,2.91982,0.03292,0.159231,1.571465,1.566977,2.053202,0.481737,15.45239,15.496652,20.247192,0.441786,PSF-00508_20230829060037,85.129738,404.319061,0,0,0,0.5,0.8,0.008245,73.31,73.1,18.55,17.86,101.41,156.5,156.6,-0.1,0,3.949,43,-8,307,,,,,,,,0.542662037,45167,44.589043,-123.198845,61.299999,17,0.63,0.243668981,45167,-0.07,-0.001,0,-0.006,0.102,-0.006,-0.212,0,150,-9999,-9999,1,rectangular,6000,5,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.513154,2.529969,1.655085,0.936466,0.353244,-0.007545,0.654837,0.107422,85.129738,0.00023,2.400422,-0.000034,1,2.415003,-0.000039,1,0.602514,0.600977,0.1074,0,PSF-00508_20230829060037,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-09-01T17:42:39.413Z
